unified_observation_id;source_id;dataset_id;source_observation_id;latitude;longitude;coord_x;coord_y;crs;country;state;sample_date;sample_year;sample_period_start;sample_period_end;depth_top_cm;depth_bottom_cm;layer_thickness_cm;carbon_content_g_kg;carbon_analysis_method;carbon_stock_kg_m2;carbon_stock_mg_ha;bulk_density_g_cm3;coarse_fragments_fraction;carbon_stock_00_05;carbon_stock_05_15;carbon_stock_15_30;carbon_stock_30_60;carbon_stock_60_100;target_kind;target_value;target_unit;derivation_method;quality_flag;duplicate_group_id;duplicate_status;duplicate_resolution
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218424171b96cce05590cc7f8cb836210c4e5e35a9.csv:702:9976:31835:23-45:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;702:9976:31835;-7.193972222222222;-59.89533333333333;-59.89533333333333;-7.193972222222222;EPSG:4326;Brazil;AM;2000-10-11;2000;2000;2000;23;45;22;12.1;Não informado;;;0.98;;;;;;;carbon_content;12.1;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-001257;active;kept_confirmed_duplicate:exact_scientific_match
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218424171b96cce05590cc7f8cb836210c4e5e35a9.csv:702:9976:31836:45-103:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;702:9976:31836;-7.193972222222222;-59.89533333333333;-59.89533333333333;-7.193972222222222;EPSG:4326;Brazil;AM;2000-10-11;2000;2000;2000;45;103;58;6.9;Não informado;;;1.12;;;;;;;carbon_content;6.9;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-001258;active;kept_confirmed_duplicate:exact_scientific_match
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218424171b96cce05590cc7f8cb836210c4e5e35a9.csv:702:9976:31837:103-163:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;702:9976:31837;-7.193972222222222;-59.89533333333333;-59.89533333333333;-7.193972222222222;EPSG:4326;Brazil;AM;2000-10-11;2000;2000;2000;103;163;60;4;Não informado;;;1.09;;;;;;;carbon_content;4;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-001255;active;kept_confirmed_duplicate:exact_scientific_match
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218424171b96cce05590cc7f8cb836210c4e5e35a9.csv:702:9976:31838:163-210:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;702:9976:31838;-7.193972222222222;-59.89533333333333;-59.89533333333333;-7.193972222222222;EPSG:4326;Brazil;AM;2000-10-11;2000;2000;2000;163;210;47;2.3;Não informado;;;1.14;;;;;;;carbon_content;2.3;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-001256;active;kept_confirmed_duplicate:exact_scientific_match
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218424171b96cce05590cc7f8cb836210c4e5e35a9.csv:702:9979:31853:0-40:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;702:9979:31853;-6.801916666666666;-60.04077777777778;-60.04077777777778;-6.801916666666666;EPSG:4326;Brazil;AM;2000-10-12;2000;2000;2000;0;40;40;11.4;Não informado;;;1.21;;;;;;;carbon_content;11.4;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-001167;active;kept_confirmed_duplicate:exact_scientific_match
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218424171b96cce05590cc7f8cb836210c4e5e35a9.csv:702:9979:31854:40-54:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;702:9979:31854;-6.801916666666666;-60.04077777777778;-60.04077777777778;-6.801916666666666;EPSG:4326;Brazil;AM;2000-10-12;2000;2000;2000;40;54;14;5.5;Não informado;;;1.38;;;;;;;carbon_content;5.5;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-001169;active;kept_confirmed_duplicate:exact_scientific_match
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218424171b96cce05590cc7f8cb836210c4e5e35a9.csv:702:9979:31855:54-72:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;702:9979:31855;-6.801916666666666;-60.04077777777778;-60.04077777777778;-6.801916666666666;EPSG:4326;Brazil;AM;2000-10-12;2000;2000;2000;54;72;18;4.2;Não informado;;;1.46;;;;;;;carbon_content;4.2;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-001170;active;kept_confirmed_duplicate:exact_scientific_match
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218424171b96cce05590cc7f8cb836210c4e5e35a9.csv:702:9979:31856:72-145:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;702:9979:31856;-6.801916666666666;-60.04077777777778;-60.04077777777778;-6.801916666666666;EPSG:4326;Brazil;AM;2000-10-12;2000;2000;2000;72;145;73;2.1;Não informado;;;1.46;;;;;;;carbon_content;2.1;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-001171;active;kept_confirmed_duplicate:exact_scientific_match
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218424171b96cce05590cc7f8cb836210c4e5e35a9.csv:702:9979:31857:145-200:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;702:9979:31857;-6.801916666666666;-60.04077777777778;-60.04077777777778;-6.801916666666666;EPSG:4326;Brazil;AM;2000-10-12;2000;2000;2000;145;200;55;1.6;Não informado;;;1.44;;;;;;;carbon_content;1.6;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-001168;active;kept_confirmed_duplicate:exact_scientific_match
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218424171b96cce05590cc7f8cb836210c4e5e35a9.csv:702:9995:31944:0-16:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;702:9995:31944;-6.803944444444444;-62.60175;-62.60175;-6.803944444444444;EPSG:4326;Brazil;AM;1999-10-11;1999;1999;1999;0;16;16;9.2;Não informado;;;1.89;;;;;;;carbon_content;9.2;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-001179;active;retained_ambiguous_overlap:discordant_scientific_fields
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218424171b96cce05590cc7f8cb836210c4e5e35a9.csv:702:9995:31945:16-36:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;702:9995:31945;-6.803944444444444;-62.60175;-62.60175;-6.803944444444444;EPSG:4326;Brazil;AM;1999-10-11;1999;1999;1999;16;36;20;7.8;Não informado;;;1.89;;;;;;;carbon_content;7.8;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-001180;active;kept_confirmed_duplicate:exact_scientific_match
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218424171b96cce05590cc7f8cb836210c4e5e35a9.csv:702:9995:31946:36-92:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;702:9995:31946;-6.803944444444444;-62.60175;-62.60175;-6.803944444444444;EPSG:4326;Brazil;AM;1999-10-11;1999;1999;1999;36;92;56;5.4;Não informado;;;1.9;;;;;;;carbon_content;5.4;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-001181;active;kept_confirmed_duplicate:exact_scientific_match
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218424171b96cce05590cc7f8cb836210c4e5e35a9.csv:702:9995:31947:92-200:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;702:9995:31947;-6.803944444444444;-62.60175;-62.60175;-6.803944444444444;EPSG:4326;Brazil;AM;1999-10-11;1999;1999;1999;92;200;108;4;Não informado;;;1.96;;;;;;;carbon_content;4;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-001182;active;kept_confirmed_duplicate:exact_scientific_match
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218424171b96cce05590cc7f8cb836210c4e5e35a9.csv:702:10003:32014:0-10:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;702:10003:32014;-5.878472222222222;-61.39072222222222;-61.39072222222222;-5.878472222222222;EPSG:4326;Brazil;AM;1999-10-15;1999;1999;1999;0;10;10;28.8;Não informado;;;1.83;;;;;;;carbon_content;28.8;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-001074;active;kept_confirmed_duplicate:exact_scientific_match
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218424171b96cce05590cc7f8cb836210c4e5e35a9.csv:702:10003:32015:10-22:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;702:10003:32015;-5.878472222222222;-61.39072222222222;-61.39072222222222;-5.878472222222222;EPSG:4326;Brazil;AM;1999-10-15;1999;1999;1999;10;22;12;10.2;Não informado;;;2;;;;;;;carbon_content;10.2;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-001075;active;kept_confirmed_duplicate:exact_scientific_match
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218424171b96cce05590cc7f8cb836210c4e5e35a9.csv:702:10003:32016:22-54:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;702:10003:32016;-5.878472222222222;-61.39072222222222;-61.39072222222222;-5.878472222222222;EPSG:4326;Brazil;AM;1999-10-15;1999;1999;1999;22;54;32;3.9;Não informado;;;2.02;;;;;;;carbon_content;3.9;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-001076;active;kept_confirmed_duplicate:exact_scientific_match
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218424171b96cce05590cc7f8cb836210c4e5e35a9.csv:702:10003:32017:54-86:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;702:10003:32017;-5.878472222222222;-61.39072222222222;-61.39072222222222;-5.878472222222222;EPSG:4326;Brazil;AM;1999-10-15;1999;1999;1999;54;86;32;3;Não informado;;;2.01;;;;;;;carbon_content;3;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-001077;active;kept_confirmed_duplicate:exact_scientific_match
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218424171b96cce05590cc7f8cb836210c4e5e35a9.csv:702:10003:32018:86-150:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;702:10003:32018;-5.878472222222222;-61.39072222222222;-61.39072222222222;-5.878472222222222;EPSG:4326;Brazil;AM;1999-10-15;1999;1999;1999;86;150;64;1.7;Não informado;;;2.07;;;;;;;carbon_content;1.7;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-001078;active;kept_confirmed_duplicate:exact_scientific_match
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218424171b96cce05590cc7f8cb836210c4e5e35a9.csv:702:10004:32032:0-17:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;702:10004:32032;-5.636416666666666;-61.05772222222222;-61.05772222222222;-5.636416666666666;EPSG:4326;Brazil;AM;1999-10-19;1999;1999;1999;0;17;17;28.2;Não informado;;;1.95;;;;;;;carbon_content;28.2;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-001037;active;kept_confirmed_duplicate:exact_scientific_match
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218424171b96cce05590cc7f8cb836210c4e5e35a9.csv:702:10004:32033:17-39:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;702:10004:32033;-5.636416666666666;-61.05772222222222;-61.05772222222222;-5.636416666666666;EPSG:4326;Brazil;AM;1999-10-19;1999;1999;1999;17;39;22;7.4;Não informado;;;2.14;;;;;;;carbon_content;7.4;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-001039;active;kept_confirmed_duplicate:exact_scientific_match
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218424171b96cce05590cc7f8cb836210c4e5e35a9.csv:702:10004:32034:39-82:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;702:10004:32034;-5.636416666666666;-61.05772222222222;-61.05772222222222;-5.636416666666666;EPSG:4326;Brazil;AM;1999-10-19;1999;1999;1999;39;82;43;4.8;Não informado;;;2.12;;;;;;;carbon_content;4.8;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-001041;active;kept_confirmed_duplicate:exact_scientific_match
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218424171b96cce05590cc7f8cb836210c4e5e35a9.csv:702:10004:32035:82-120:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;702:10004:32035;-5.636416666666666;-61.05772222222222;-61.05772222222222;-5.636416666666666;EPSG:4326;Brazil;AM;1999-10-19;1999;1999;1999;82;120;38;4.8;Não informado;;;2.08;;;;;;;carbon_content;4.8;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-001042;active;kept_confirmed_duplicate:exact_scientific_match
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218424171b96cce05590cc7f8cb836210c4e5e35a9.csv:702:10004:32036:120-200:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;702:10004:32036;-5.636416666666666;-61.05772222222222;-61.05772222222222;-5.636416666666666;EPSG:4326;Brazil;AM;1999-10-19;1999;1999;1999;120;200;80;2.5;Não informado;;;2.1;;;;;;;carbon_content;2.5;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-001038;active;kept_confirmed_duplicate:exact_scientific_match
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218424171b96cce05590cc7f8cb836210c4e5e35a9.csv:702:10004:32037:200-300:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;702:10004:32037;-5.636416666666666;-61.05772222222222;-61.05772222222222;-5.636416666666666;EPSG:4326;Brazil;AM;1999-10-19;1999;1999;1999;200;300;100;1.4;Não informado;;;2.14;;;;;;;carbon_content;1.4;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-001040;active;kept_confirmed_duplicate:exact_scientific_match
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218424171b96cce05590cc7f8cb836210c4e5e35a9.csv:702:10005:32038:0-17:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;702:10005:32038;-5.633138888888889;-61.04997222222222;-61.04997222222222;-5.633138888888889;EPSG:4326;Brazil;AM;1999-10-20;1999;1999;1999;0;17;17;18.7;Não informado;;;2.08;;;;;;;carbon_content;18.7;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-001031;active;kept_confirmed_duplicate:exact_scientific_match
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218424171b96cce05590cc7f8cb836210c4e5e35a9.csv:702:10005:32039:17-29:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;702:10005:32039;-5.633138888888889;-61.04997222222222;-61.04997222222222;-5.633138888888889;EPSG:4326;Brazil;AM;1999-10-20;1999;1999;1999;17;29;12;11.6;Não informado;;;1.09;;;;;;;carbon_content;11.6;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-001033;active;kept_confirmed_duplicate:exact_scientific_match
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218424171b96cce05590cc7f8cb836210c4e5e35a9.csv:702:10005:32040:29-51:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;702:10005:32040;-5.633138888888889;-61.04997222222222;-61.04997222222222;-5.633138888888889;EPSG:4326;Brazil;AM;1999-10-20;1999;1999;1999;29;51;22;10.1;Não informado;;;2.1;;;;;;;carbon_content;10.1;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-001034;active;kept_confirmed_duplicate:exact_scientific_match
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218424171b96cce05590cc7f8cb836210c4e5e35a9.csv:702:10005:32041:51-80:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;702:10005:32041;-5.633138888888889;-61.04997222222222;-61.04997222222222;-5.633138888888889;EPSG:4326;Brazil;AM;1999-10-20;1999;1999;1999;51;80;29;6.7;Não informado;;;2.06;;;;;;;carbon_content;6.7;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-001035;active;kept_confirmed_duplicate:exact_scientific_match
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218424171b96cce05590cc7f8cb836210c4e5e35a9.csv:702:10005:32042:80-126:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;702:10005:32042;-5.633138888888889;-61.04997222222222;-61.04997222222222;-5.633138888888889;EPSG:4326;Brazil;AM;1999-10-20;1999;1999;1999;80;126;46;3.7;Não informado;;;2.04;;;;;;;carbon_content;3.7;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-001036;active;kept_confirmed_duplicate:exact_scientific_match
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218424171b96cce05590cc7f8cb836210c4e5e35a9.csv:702:10005:32043:126-200:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;702:10005:32043;-5.633138888888889;-61.04997222222222;-61.04997222222222;-5.633138888888889;EPSG:4326;Brazil;AM;1999-10-20;1999;1999;1999;126;200;74;2.8;Não informado;;;2.02;;;;;;;carbon_content;2.8;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-001032;active;kept_confirmed_duplicate:exact_scientific_match
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218424171b96cce05590cc7f8cb836210c4e5e35a9.csv:702:10007:32050:0-20:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;702:10007:32050;-4.906944444444445;-60.05219444444444;-60.05219444444444;-4.906944444444445;EPSG:4326;Brazil;AM;1999-10-21;1999;1999;1999;0;20;20;17.2;Não informado;;;1.24;;;;;;;carbon_content;17.2;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-000984;active;kept_confirmed_duplicate:exact_scientific_match
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218424171b96cce05590cc7f8cb836210c4e5e35a9.csv:702:10007:32051:20-35:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;702:10007:32051;-4.906944444444445;-60.05219444444444;-60.05219444444444;-4.906944444444445;EPSG:4326;Brazil;AM;1999-10-21;1999;1999;1999;20;35;15;7.7;Não informado;;;1.25;;;;;;;carbon_content;7.7;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-000986;active;kept_confirmed_duplicate:exact_scientific_match
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218424171b96cce05590cc7f8cb836210c4e5e35a9.csv:702:10007:32052:35-57:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;702:10007:32052;-4.906944444444445;-60.05219444444444;-60.05219444444444;-4.906944444444445;EPSG:4326;Brazil;AM;1999-10-21;1999;1999;1999;35;57;22;4.8;Não informado;;;1.21;;;;;;;carbon_content;4.8;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-000987;active;kept_confirmed_duplicate:exact_scientific_match
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218424171b96cce05590cc7f8cb836210c4e5e35a9.csv:702:10007:32053:57-120:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;702:10007:32053;-4.906944444444445;-60.05219444444444;-60.05219444444444;-4.906944444444445;EPSG:4326;Brazil;AM;1999-10-21;1999;1999;1999;57;120;63;3.1;Não informado;;;1.2;;;;;;;carbon_content;3.1;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-000988;active;kept_confirmed_duplicate:exact_scientific_match
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218424171b96cce05590cc7f8cb836210c4e5e35a9.csv:702:10007:32054:120-200:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;702:10007:32054;-4.906944444444445;-60.05219444444444;-60.05219444444444;-4.906944444444445;EPSG:4326;Brazil;AM;1999-10-21;1999;1999;1999;120;200;80;2.6;Não informado;;;1.19;;;;;;;carbon_content;2.6;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-000985;active;kept_confirmed_duplicate:exact_scientific_match
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218424171b96cce05590cc7f8cb836210c4e5e35a9.csv:702:10011:32090:0-20:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;702:10011:32090;-5.806638888888889;-60.242444444444445;-60.242444444444445;-5.806638888888889;EPSG:4326;Brazil;AM;1999-10-23;1999;1999;1999;0;20;20;17;Não informado;;;1.1;;;;;;;carbon_content;17;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-001057;active;kept_confirmed_duplicate:exact_scientific_match
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218424171b96cce05590cc7f8cb836210c4e5e35a9.csv:702:10011:32091:20-35:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;702:10011:32091;-5.806638888888889;-60.242444444444445;-60.242444444444445;-5.806638888888889;EPSG:4326;Brazil;AM;1999-10-23;1999;1999;1999;20;35;15;6.3;Não informado;;;1.17;;;;;;;carbon_content;6.3;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-001060;active;kept_confirmed_duplicate:exact_scientific_match
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218424171b96cce05590cc7f8cb836210c4e5e35a9.csv:702:10011:32092:35-62:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;702:10011:32092;-5.806638888888889;-60.242444444444445;-60.242444444444445;-5.806638888888889;EPSG:4326;Brazil;AM;1999-10-23;1999;1999;1999;35;62;27;5;Não informado;;;1.19;;;;;;;carbon_content;5;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-001061;active;kept_confirmed_duplicate:exact_scientific_match
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218424171b96cce05590cc7f8cb836210c4e5e35a9.csv:702:10011:32093:62-110:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;702:10011:32093;-5.806638888888889;-60.242444444444445;-60.242444444444445;-5.806638888888889;EPSG:4326;Brazil;AM;1999-10-23;1999;1999;1999;62;110;48;3.5;Não informado;;;1.21;;;;;;;carbon_content;3.5;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-001062;active;kept_confirmed_duplicate:exact_scientific_match
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218424171b96cce05590cc7f8cb836210c4e5e35a9.csv:702:10011:32094:110-150:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;702:10011:32094;-5.806638888888889;-60.242444444444445;-60.242444444444445;-5.806638888888889;EPSG:4326;Brazil;AM;1999-10-23;1999;1999;1999;110;150;40;2.9;Não informado;;;1.2;;;;;;;carbon_content;2.9;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-001058;active;kept_confirmed_duplicate:exact_scientific_match
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218424171b96cce05590cc7f8cb836210c4e5e35a9.csv:702:10011:32095:150-200:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;702:10011:32095;-5.806638888888889;-60.242444444444445;-60.242444444444445;-5.806638888888889;EPSG:4326;Brazil;AM;1999-10-23;1999;1999;1999;150;200;50;2.3;Não informado;;;1.18;;;;;;;carbon_content;2.3;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-001059;active;kept_confirmed_duplicate:exact_scientific_match
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218424171b96cce05590cc7f8cb836210c4e5e35a9.csv:702:10012:32097:0-7:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;702:10012:32097;-5.578777777777778;-60.355333333333334;-60.355333333333334;-5.578777777777778;EPSG:4326;Brazil;AM;1999-10-24;1999;1999;1999;0;7;7;52.6;Não informado;;;1.01;;;;;;;carbon_content;52.6;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-001026;active;kept_confirmed_duplicate:exact_scientific_match
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218424171b96cce05590cc7f8cb836210c4e5e35a9.csv:702:10012:32098:7-22:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;702:10012:32098;-5.578777777777778;-60.355333333333334;-60.355333333333334;-5.578777777777778;EPSG:4326;Brazil;AM;1999-10-24;1999;1999;1999;7;22;15;12.2;Não informado;;;1.17;;;;;;;carbon_content;12.2;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-001029;active;kept_confirmed_duplicate:exact_scientific_match
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218424171b96cce05590cc7f8cb836210c4e5e35a9.csv:702:10012:32100:40-87:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;702:10012:32100;-5.578777777777778;-60.355333333333334;-60.355333333333334;-5.578777777777778;EPSG:4326;Brazil;AM;1999-10-24;1999;1999;1999;40;87;47;4.1;Não informado;;;1.08;;;;;;;carbon_content;4.1;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-001028;active;kept_confirmed_duplicate:exact_scientific_match
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218424171b96cce05590cc7f8cb836210c4e5e35a9.csv:702:10012:32101:87-137:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;702:10012:32101;-5.578777777777778;-60.355333333333334;-60.355333333333334;-5.578777777777778;EPSG:4326;Brazil;AM;1999-10-24;1999;1999;1999;87;137;50;2.9;Não informado;;;1.08;;;;;;;carbon_content;2.9;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-001030;active;kept_confirmed_duplicate:exact_scientific_match
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218424171b96cce05590cc7f8cb836210c4e5e35a9.csv:702:10012:32102:137-200:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;702:10012:32102;-5.578777777777778;-60.355333333333334;-60.355333333333334;-5.578777777777778;EPSG:4326;Brazil;AM;1999-10-24;1999;1999;1999;137;200;63;2.4;Não informado;;;1.07;;;;;;;carbon_content;2.4;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-001027;active;kept_confirmed_duplicate:exact_scientific_match
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218424171b96cce05590cc7f8cb836210c4e5e35a9.csv:751:10579:34774:0-30:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;751:10579:34774;-8.233333333333333;-62.28333333333333;-62.28333333333333;-8.233333333333333;EPSG:4326;Brazil;AM;;;;;0;30;30;26.6;Não informado;;;;;;;;;;carbon_content;26.6;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-001518;active;kept_confirmed_duplicate:exact_scientific_match
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218424171b96cce05590cc7f8cb836210c4e5e35a9.csv:751:10579:34775:30-100:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;751:10579:34775;-8.233333333333333;-62.28333333333333;-62.28333333333333;-8.233333333333333;EPSG:4326;Brazil;AM;;;;;30;100;70;11.7;Não informado;;;;;;;;;;carbon_content;11.7;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-001520;active;kept_confirmed_duplicate:exact_scientific_match
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218424171b96cce05590cc7f8cb836210c4e5e35a9.csv:751:10579:34776:100-170:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;751:10579:34776;-8.233333333333333;-62.28333333333333;-62.28333333333333;-8.233333333333333;EPSG:4326;Brazil;AM;;;;;100;170;70;2.6;Não informado;;;;;;;;;;carbon_content;2.6;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-001519;active;kept_confirmed_duplicate:exact_scientific_match
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218424171b96cce05590cc7f8cb836210c4e5e35a9.csv:751:10583:34781:0-20:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;751:10583:34781;-8.583333333333334;-61.18333333333333;-61.18333333333333;-8.583333333333334;EPSG:4326;Brazil;AM;;;;;0;20;20;3.1;Não informado;;;;0.13;;;;;;carbon_content;3.1;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-001559;active;kept_confirmed_duplicate:exact_scientific_match
