unified_observation_id;source_id;dataset_id;source_observation_id;latitude;longitude;coord_x;coord_y;crs;country;state;sample_date;sample_year;sample_period_start;sample_period_end;depth_top_cm;depth_bottom_cm;layer_thickness_cm;carbon_content_g_kg;carbon_analysis_method;carbon_stock_kg_m2;carbon_stock_mg_ha;bulk_density_g_cm3;coarse_fragments_fraction;carbon_stock_00_05;carbon_stock_05_15;carbon_stock_15_30;carbon_stock_30_60;carbon_stock_60_100;target_kind;target_value;target_unit;derivation_method;quality_flag;duplicate_group_id;duplicate_status;duplicate_resolution
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218754171b52c404d098383d76b33a0f69f6bbf10c.csv:811:13013:43923:45-70:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;811:13013:43923;-22.868055555555557;-42.018055555555556;-42.018055555555556;-22.868055555555557;EPSG:4326;Brazil;RJ;1989-05-27;1989;1989;1989;45;70;25;5.1;Não informado;;;;0.02;;;;;;carbon_content;5.1;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-000807;duplicate;removed_confirmed_duplicate:exact_scientific_match:bdsolos_embrapa
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218754171b52c404d098383d76b33a0f69f6bbf10c.csv:811:13027:43958:0-10:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;811:13027:43958;-22.551111111111112;-42.28472222222222;-42.28472222222222;-22.551111111111112;EPSG:4326;Brazil;RJ;1998-10-27;1998;1998;1998;0;10;10;21.1;Não informado;;;1.25;0.032;;;;;;carbon_content;21.1;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-000671;duplicate;removed_confirmed_duplicate:exact_scientific_match:bdsolos_embrapa
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218754171b52c404d098383d76b33a0f69f6bbf10c.csv:811:13027:43959:10-16:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;811:13027:43959;-22.551111111111112;-42.28472222222222;-42.28472222222222;-22.551111111111112;EPSG:4326;Brazil;RJ;1998-10-27;1998;1998;1998;10;16;6;14.1;Não informado;;;1.21;0.053;;;;;;carbon_content;14.1;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-000672;duplicate;removed_confirmed_duplicate:exact_scientific_match:bdsolos_embrapa
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218754171b52c404d098383d76b33a0f69f6bbf10c.csv:811:13027:43960:16-35:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;811:13027:43960;-22.551111111111112;-42.28472222222222;-42.28472222222222;-22.551111111111112;EPSG:4326;Brazil;RJ;1998-10-27;1998;1998;1998;16;35;19;7;Não informado;;;1.34;0.043;;;;;;carbon_content;7;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-000674;duplicate;removed_confirmed_duplicate:exact_scientific_match:bdsolos_embrapa
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218754171b52c404d098383d76b33a0f69f6bbf10c.csv:811:13027:43961:35-65:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;811:13027:43961;-22.551111111111112;-42.28472222222222;-42.28472222222222;-22.551111111111112;EPSG:4326;Brazil;RJ;1998-10-27;1998;1998;1998;35;65;30;6.2;Não informado;;;1.32;0.04;;;;;;carbon_content;6.2;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-000675;duplicate;removed_confirmed_duplicate:exact_scientific_match:bdsolos_embrapa
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218754171b52c404d098383d76b33a0f69f6bbf10c.csv:811:13027:43962:65-100:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;811:13027:43962;-22.551111111111112;-42.28472222222222;-42.28472222222222;-22.551111111111112;EPSG:4326;Brazil;RJ;1998-10-27;1998;1998;1998;65;100;35;4;Não informado;;;1.28;0.057;;;;;;carbon_content;4;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-000676;duplicate;removed_confirmed_duplicate:exact_scientific_match:bdsolos_embrapa
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218754171b52c404d098383d76b33a0f69f6bbf10c.csv:811:13027:43963:100-150:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;811:13027:43963;-22.551111111111112;-42.28472222222222;-42.28472222222222;-22.551111111111112;EPSG:4326;Brazil;RJ;1998-10-27;1998;1998;1998;100;150;50;3.5;Não informado;;;1.34;0.071;;;;;;carbon_content;3.5;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-000673;duplicate;removed_confirmed_duplicate:exact_scientific_match:bdsolos_embrapa
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218754171b52c404d098383d76b33a0f69f6bbf10c.csv:811:13036:43989:0-10:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;811:13036:43989;-22.63611111111111;-42.395833333333336;-42.395833333333336;-22.63611111111111;EPSG:4326;Brazil;RJ;1991-09-24;1991;1991;1991;0;10;10;18.2;Não informado;;;;0.07;;;;;;carbon_content;18.2;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-000717;duplicate;removed_confirmed_duplicate:exact_scientific_match:bdsolos_embrapa
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218754171b52c404d098383d76b33a0f69f6bbf10c.csv:811:13036:43990:40-80:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;811:13036:43990;-22.63611111111111;-42.395833333333336;-42.395833333333336;-22.63611111111111;EPSG:4326;Brazil;RJ;1991-09-24;1991;1991;1991;40;80;40;8.4;Não informado;;;;0.03;;;;;;carbon_content;8.4;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-000718;duplicate;removed_confirmed_duplicate:exact_scientific_match:bdsolos_embrapa
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218754171b52c404d098383d76b33a0f69f6bbf10c.csv:811:13056:44053:0-12:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;811:13056:44053;-22.522222222222222;-42.02916666666667;-42.02916666666667;-22.522222222222222;EPSG:4326;Brazil;RJ;1998-10-26;1998;1998;1998;0;12;12;17.6;Não informado;;;1.37;0.023;;;;;;carbon_content;17.6;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-000650;duplicate;removed_confirmed_duplicate:exact_scientific_match:bdsolos_embrapa
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218754171b52c404d098383d76b33a0f69f6bbf10c.csv:811:13056:44054:12-32:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;811:13056:44054;-22.522222222222222;-42.02916666666667;-42.02916666666667;-22.522222222222222;EPSG:4326;Brazil;RJ;1998-10-26;1998;1998;1998;12;32;20;6.4;Não informado;;;1.43;0.015;;;;;;carbon_content;6.4;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-000651;duplicate;removed_confirmed_duplicate:exact_scientific_match:bdsolos_embrapa
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218754171b52c404d098383d76b33a0f69f6bbf10c.csv:811:13056:44055:32-68:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;811:13056:44055;-22.522222222222222;-42.02916666666667;-42.02916666666667;-22.522222222222222;EPSG:4326;Brazil;RJ;1998-10-26;1998;1998;1998;32;68;36;4.6;Não informado;;;1.28;0.018;;;;;;carbon_content;4.6;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-000652;duplicate;removed_confirmed_duplicate:exact_scientific_match:bdsolos_embrapa
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218754171b52c404d098383d76b33a0f69f6bbf10c.csv:811:13056:44056:68-127:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;811:13056:44056;-22.522222222222222;-42.02916666666667;-42.02916666666667;-22.522222222222222;EPSG:4326;Brazil;RJ;1998-10-26;1998;1998;1998;68;127;59;5;Não informado;;;1.1;0.011;;;;;;carbon_content;5;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-000653;duplicate;removed_confirmed_duplicate:exact_scientific_match:bdsolos_embrapa
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218754171b52c404d098383d76b33a0f69f6bbf10c.csv:811:13070:44094:0-10:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;811:13070:44094;-22.702777777777776;-42.08888888888889;-42.08888888888889;-22.702777777777776;EPSG:4326;Brazil;RJ;1987-06-23;1987;1987;1987;0;10;10;51.4;Não informado;;;;;;;;;;carbon_content;51.4;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-000752;duplicate;removed_confirmed_duplicate:exact_scientific_match:bdsolos_embrapa
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218754171b52c404d098383d76b33a0f69f6bbf10c.csv:811:13070:44095:10-50:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;811:13070:44095;-22.702777777777776;-42.08888888888889;-42.08888888888889;-22.702777777777776;EPSG:4326;Brazil;RJ;1987-06-23;1987;1987;1987;10;50;40;15.9;Não informado;;;;;;;;;;carbon_content;15.9;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-000753;duplicate;removed_confirmed_duplicate:exact_scientific_match:bdsolos_embrapa
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218754171b52c404d098383d76b33a0f69f6bbf10c.csv:811:13070:44096:50-90:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;811:13070:44096;-22.702777777777776;-42.08888888888889;-42.08888888888889;-22.702777777777776;EPSG:4326;Brazil;RJ;1987-06-23;1987;1987;1987;50;90;40;8.2;Não informado;;;;;;;;;;carbon_content;8.2;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-000754;duplicate;removed_confirmed_duplicate:exact_scientific_match:bdsolos_embrapa
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218754171b52c404d098383d76b33a0f69f6bbf10c.csv:811:13079:44128:0-25:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;811:13079:44128;-22.73611111111111;-42.05555555555555;-42.05555555555555;-22.73611111111111;EPSG:4326;Brazil;RJ;1987-04-23;1987;1987;1987;0;25;25;6.8;Não informado;;;1.41;0.04;;;;;;carbon_content;6.8;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-000755;duplicate;removed_confirmed_duplicate:exact_scientific_match:bdsolos_embrapa
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218754171b52c404d098383d76b33a0f69f6bbf10c.csv:811:13079:44129:25-45:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;811:13079:44129;-22.73611111111111;-42.05555555555555;-42.05555555555555;-22.73611111111111;EPSG:4326;Brazil;RJ;1987-04-23;1987;1987;1987;25;45;20;3.5;Não informado;;;1.5;0.04;;;;;;carbon_content;3.5;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-000757;duplicate;removed_confirmed_duplicate:exact_scientific_match:bdsolos_embrapa
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218754171b52c404d098383d76b33a0f69f6bbf10c.csv:811:13079:44130:45-70:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;811:13079:44130;-22.73611111111111;-42.05555555555555;-42.05555555555555;-22.73611111111111;EPSG:4326;Brazil;RJ;1987-04-23;1987;1987;1987;45;70;25;2.8;Não informado;;;1.57;0.06;;;;;;carbon_content;2.8;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-000758;duplicate;removed_confirmed_duplicate:exact_scientific_match:bdsolos_embrapa
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218754171b52c404d098383d76b33a0f69f6bbf10c.csv:811:13079:44132:170-210:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;811:13079:44132;-22.73611111111111;-42.05555555555555;-42.05555555555555;-22.73611111111111;EPSG:4326;Brazil;RJ;1987-04-23;1987;1987;1987;170;210;40;2.1;Não informado;;;;0.03;;;;;;carbon_content;2.1;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-000756;duplicate;removed_confirmed_duplicate:exact_scientific_match:bdsolos_embrapa
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218754171b52c404d098383d76b33a0f69f6bbf10c.csv:811:13104:44219:0-9:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;811:13104:44219;-22.605;-42.38;-42.38;-22.605;EPSG:4326;Brazil;RJ;1998-10-28;1998;1998;1998;0;9;9;17.2;Não informado;;;1.26;;;;;;;carbon_content;17.2;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-000700;duplicate;removed_confirmed_duplicate:exact_scientific_match:bdsolos_embrapa
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218754171b52c404d098383d76b33a0f69f6bbf10c.csv:811:13104:44220:9-25:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;811:13104:44220;-22.605;-42.38;-42.38;-22.605;EPSG:4326;Brazil;RJ;1998-10-28;1998;1998;1998;9;25;16;6.5;Não informado;;;1.5;0.019;;;;;;carbon_content;6.5;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-000704;duplicate;removed_confirmed_duplicate:exact_scientific_match:bdsolos_embrapa
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218754171b52c404d098383d76b33a0f69f6bbf10c.csv:811:13104:44221:25-62:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;811:13104:44221;-22.605;-42.38;-42.38;-22.605;EPSG:4326;Brazil;RJ;1998-10-28;1998;1998;1998;25;62;37;1.8;Não informado;;;1.66;0.023;;;;;;carbon_content;1.8;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-000702;duplicate;removed_confirmed_duplicate:exact_scientific_match:bdsolos_embrapa
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218754171b52c404d098383d76b33a0f69f6bbf10c.csv:811:13104:44222:62-110:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;811:13104:44222;-22.605;-42.38;-42.38;-22.605;EPSG:4326;Brazil;RJ;1998-10-28;1998;1998;1998;62;110;48;2;Não informado;;;;0.025;;;;;;carbon_content;2;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-000703;duplicate;removed_confirmed_duplicate:exact_scientific_match:bdsolos_embrapa
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218754171b52c404d098383d76b33a0f69f6bbf10c.csv:811:13104:44223:110-150:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;811:13104:44223;-22.605;-42.38;-42.38;-22.605;EPSG:4326;Brazil;RJ;1998-10-28;1998;1998;1998;110;150;40;1.8;Não informado;;;;0.013;;;;;;carbon_content;1.8;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-000701;duplicate;removed_confirmed_duplicate:exact_scientific_match:bdsolos_embrapa
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218754171b52c404d098383d76b33a0f69f6bbf10c.csv:811:13108:44232:0-11:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;811:13108:44232;-22.93888888888889;-42.23888888888889;-42.23888888888889;-22.93888888888889;EPSG:4326;Brazil;RJ;1998-11-04;1998;1998;1998;0;11;11;2.5;Não informado;;;1.5;;;;;;;carbon_content;2.5;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-000818;duplicate;removed_confirmed_duplicate:exact_scientific_match:bdsolos_embrapa
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218754171b52c404d098383d76b33a0f69f6bbf10c.csv:811:13108:44233:11-58:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;811:13108:44233;-22.93888888888889;-42.23888888888889;-42.23888888888889;-22.93888888888889;EPSG:4326;Brazil;RJ;1998-11-04;1998;1998;1998;11;58;47;0.8;Não informado;;;1.54;;;;;;;carbon_content;0.8;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-000819;duplicate;removed_confirmed_duplicate:exact_scientific_match:bdsolos_embrapa
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218754171b52c404d098383d76b33a0f69f6bbf10c.csv:811:13108:44234:58-115:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;811:13108:44234;-22.93888888888889;-42.23888888888889;-42.23888888888889;-22.93888888888889;EPSG:4326;Brazil;RJ;1998-11-04;1998;1998;1998;58;115;57;0.4;Não informado;;;1.4;;;;;;;carbon_content;0.4;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-000821;duplicate;removed_confirmed_duplicate:exact_scientific_match:bdsolos_embrapa
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218754171b52c404d098383d76b33a0f69f6bbf10c.csv:811:13108:44235:115-150:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;811:13108:44235;-22.93888888888889;-42.23888888888889;-42.23888888888889;-22.93888888888889;EPSG:4326;Brazil;RJ;1998-11-04;1998;1998;1998;115;150;35;0.6;Não informado;;;1.44;;;;;;;carbon_content;0.6;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-000820;duplicate;removed_confirmed_duplicate:exact_scientific_match:bdsolos_embrapa
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218754171b52c404d098383d76b33a0f69f6bbf10c.csv:811:13122:44284:0-20:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;811:13122:44284;-22.833333333333332;-42.083333333333336;-42.083333333333336;-22.833333333333332;EPSG:4326;Brazil;RJ;1978-03-30;1978;1978;1978;0;20;20;4.1;Não informado;;;;;;;;;;carbon_content;4.1;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-000778;duplicate;removed_confirmed_duplicate:exact_scientific_match:bdsolos_embrapa
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218754171b52c404d098383d76b33a0f69f6bbf10c.csv:811:13122:44286:46-70:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;811:13122:44286;-22.833333333333332;-42.083333333333336;-42.083333333333336;-22.833333333333332;EPSG:4326;Brazil;RJ;1978-03-30;1978;1978;1978;46;70;24;1.5;Não informado;;;;0.02;;;;;;carbon_content;1.5;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-000783;duplicate;removed_confirmed_duplicate:exact_scientific_match:bdsolos_embrapa
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218754171b52c404d098383d76b33a0f69f6bbf10c.csv:811:13122:44287:70-100:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;811:13122:44287;-22.833333333333332;-42.083333333333336;-42.083333333333336;-22.833333333333332;EPSG:4326;Brazil;RJ;1978-03-30;1978;1978;1978;70;100;30;0.9;Não informado;;;;0.02;;;;;;carbon_content;0.9;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-000784;active;retained_ambiguous_overlap:discordant_scientific_fields
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218754171b52c404d098383d76b33a0f69f6bbf10c.csv:811:13122:44288:100-175:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;811:13122:44288;-22.833333333333332;-42.083333333333336;-42.083333333333336;-22.833333333333332;EPSG:4326;Brazil;RJ;1978-03-30;1978;1978;1978;100;175;75;0.4;Não informado;;;;0.01;;;;;;carbon_content;0.4;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-000780;duplicate;removed_confirmed_duplicate:exact_scientific_match:bdsolos_embrapa
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218754171b52c404d098383d76b33a0f69f6bbf10c.csv:817:13268:44805:0-10:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;817:13268:44805;-14.616666666666667;-57.53333333333333;-57.53333333333333;-14.616666666666667;EPSG:4326;Brazil;MT;1981-10-09;1981;1981;1981;0;10;10;46.7;Não informado;;;1;;;;;;;carbon_content;46.7;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-000180;duplicate;removed_confirmed_duplicate:exact_scientific_match:bdsolos_embrapa
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218754171b52c404d098383d76b33a0f69f6bbf10c.csv:817:13268:44806:10-20:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;817:13268:44806;-14.616666666666667;-57.53333333333333;-57.53333333333333;-14.616666666666667;EPSG:4326;Brazil;MT;1981-10-09;1981;1981;1981;10;20;10;23.7;Não informado;;;1.13;;;;;;;carbon_content;23.7;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-000181;duplicate;removed_confirmed_duplicate:exact_scientific_match:bdsolos_embrapa
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218754171b52c404d098383d76b33a0f69f6bbf10c.csv:817:13268:44807:20-45:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;817:13268:44807;-14.616666666666667;-57.53333333333333;-57.53333333333333;-14.616666666666667;EPSG:4326;Brazil;MT;1981-10-09;1981;1981;1981;20;45;25;15;Não informado;;;1.18;;;;;;;carbon_content;15;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-000182;duplicate;removed_confirmed_duplicate:exact_scientific_match:bdsolos_embrapa
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218754171b52c404d098383d76b33a0f69f6bbf10c.csv:817:13268:44808:45-85:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;817:13268:44808;-14.616666666666667;-57.53333333333333;-57.53333333333333;-14.616666666666667;EPSG:4326;Brazil;MT;1981-10-09;1981;1981;1981;45;85;40;11.1;Não informado;;;1.11;;;;;;;carbon_content;11.1;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-000183;duplicate;removed_confirmed_duplicate:exact_scientific_match:bdsolos_embrapa
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218754171b52c404d098383d76b33a0f69f6bbf10c.csv:817:13268:44809:85-130:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;817:13268:44809;-14.616666666666667;-57.53333333333333;-57.53333333333333;-14.616666666666667;EPSG:4326;Brazil;MT;1981-10-09;1981;1981;1981;85;130;45;8.4;Não informado;;;1.1;;;;;;;carbon_content;8.4;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-000184;duplicate;removed_confirmed_duplicate:exact_scientific_match:bdsolos_embrapa
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218754171b52c404d098383d76b33a0f69f6bbf10c.csv:817:13268:44810:85-130:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;817:13268:44810;-14.616666666666667;-57.53333333333333;-57.53333333333333;-14.616666666666667;EPSG:4326;Brazil;MT;1981-10-09;1981;1981;1981;85;130;45;6.3;Não informado;;;;;;;;;;carbon_content;6.3;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-000184;active;retained_ambiguous_overlap:discordant_target_value
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218834171bbbe92df50cfecbc67822275b17e67962.csv:829:13897:46119:0-23:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;829:13897:46119;-7.880722222222222;-63.24927777777778;-63.24927777777778;-7.880722222222222;EPSG:4326;Brazil;AM;1999-08-27;1999;1999;1999;0;23;23;10.4;Não informado;;;;;;;;;;carbon_content;10.4;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-001441;active;retained_ambiguous_overlap:discordant_scientific_fields
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218834171bbbe92df50cfecbc67822275b17e67962.csv:829:13897:46120:23-38:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;829:13897:46120;-7.880722222222222;-63.24927777777778;-63.24927777777778;-7.880722222222222;EPSG:4326;Brazil;AM;1999-08-27;1999;1999;1999;23;38;15;6.4;Não informado;;;;;;;;;;carbon_content;6.4;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-001442;active;retained_ambiguous_overlap:discordant_scientific_fields
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218834171bbbe92df50cfecbc67822275b17e67962.csv:829:13898:46121:0-8:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;829:13898:46121;-8.336944444444445;-61.748666666666665;-61.748666666666665;-8.336944444444445;EPSG:4326;Brazil;AM;1999-08-31;1999;1999;1999;0;8;8;2.7;Não informado;;;1.6;;;;;;;carbon_content;2.7;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-001539;duplicate;removed_confirmed_duplicate:exact_scientific_match:bdsolos_embrapa
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218834171bbbe92df50cfecbc67822275b17e67962.csv:829:13898:46122:8-23:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;829:13898:46122;-8.336944444444445;-61.748666666666665;-61.748666666666665;-8.336944444444445;EPSG:4326;Brazil;AM;1999-08-31;1999;1999;1999;8;23;15;1.2;Não informado;;;1.68;;;;;;;carbon_content;1.2;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-001542;duplicate;removed_confirmed_duplicate:exact_scientific_match:bdsolos_embrapa
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218834171bbbe92df50cfecbc67822275b17e67962.csv:829:13898:46124:40-87:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;829:13898:46124;-8.336944444444445;-61.748666666666665;-61.748666666666665;-8.336944444444445;EPSG:4326;Brazil;AM;1999-08-31;1999;1999;1999;40;87;47;1.3;Não informado;;;1.36;;;;;;;carbon_content;1.3;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-001541;duplicate;removed_confirmed_duplicate:exact_scientific_match:bdsolos_embrapa
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218834171bbbe92df50cfecbc67822275b17e67962.csv:829:13898:46125:87-132:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;829:13898:46125;-8.336944444444445;-61.748666666666665;-61.748666666666665;-8.336944444444445;EPSG:4326;Brazil;AM;1999-08-31;1999;1999;1999;87;132;45;0.5;Não informado;;;1.31;;;;;;;carbon_content;0.5;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-001543;duplicate;removed_confirmed_duplicate:exact_scientific_match:bdsolos_embrapa
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218834171bbbe92df50cfecbc67822275b17e67962.csv:829:13898:46126:132-150:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;829:13898:46126;-8.336944444444445;-61.748666666666665;-61.748666666666665;-8.336944444444445;EPSG:4326;Brazil;AM;1999-08-31;1999;1999;1999;132;150;18;0.6;Não informado;;;1.29;;;;;;;carbon_content;0.6;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-001540;duplicate;removed_confirmed_duplicate:exact_scientific_match:bdsolos_embrapa
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218834171bbbe92df50cfecbc67822275b17e67962.csv:829:13899:46127:0-14:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;829:13899:46127;-7.859416666666666;-61.29961111111111;-61.29961111111111;-7.859416666666666;EPSG:4326;Brazil;AM;1999-09-02;1999;1999;1999;0;14;14;28.5;Não informado;;;1.26;;;;;;;carbon_content;28.5;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-001429;duplicate;removed_confirmed_duplicate:exact_scientific_match:bdsolos_embrapa
bdsolos_embrapa:bdsolos_public_carbono_organico:17838218834171bbbe92df50cfecbc67822275b17e67962.csv:829:13899:46128:14-26:carbon_content;bdsolos_embrapa;bdsolos_public_carbono_organico;829:13899:46128;-7.859416666666666;-61.29961111111111;-61.29961111111111;-7.859416666666666;EPSG:4326;Brazil;AM;1999-09-02;1999;1999;1999;14;26;12;20.8;Não informado;;;1.23;0.037;;;;;;carbon_content;20.8;g/kg;reported_bdsolos_carbono_organico_g_kg;ok;dup-001431;duplicate;removed_confirmed_duplicate:exact_scientific_match:bdsolos_embrapa
