SOURCE_ID;DATASET_ID;LATITUDE;LONGITUDE;CRS;COUNTRY;STATE;BIOME;SAMPLE_DATE;SAMPLE_YEAR;DEPTH_TOP_CM;DEPTH_BOTTOM_CM;LAYER_THICKNESS_CM;CARBON_CONTENT_G_KG;CARBON_ANALYSIS_METHOD;BULK_DENSITY_G_CM3;COARSE_FRAGMENTS_FRACTION;CARBON_STOCK_KG_M2;CARBON_STOCK_Mg_ha;TARGET_VALUE;TARGET_UNIT;STOCK_CALCULATION_METHOD;ORIGINAL_TARGET_KIND;ORIGINAL_TARGET_VALUE;ORIGINAL_TARGET_UNIT;QUALITY_FLAG;DUPLICATE_GROUP_ID;DUPLICATE_STATUS;DUPLICATE_RESOLUTION
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.086667;-62.018056;EPSG:4326;Brazil;RO;Amazônia;;1997;20;30;10;11.769759;Não informado;1.27;0.188097;1.214;12.14;12.14;Mg/ha;converted_from_kg_m2;soc_stock_layer;1214;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.087778;-62.123056;EPSG:4326;Brazil;RO;Amazônia;;1997;0;20;20;25.4;Não informado;1.18;0.884028;5.941;59.41;59.41;Mg/ha;converted_from_kg_m2;soc_stock_layer;5941;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.087778;-62.123056;EPSG:4326;Brazil;RO;Amazônia;;1997;20;30;10;14.207018;Não informado;1.21;0.541363;1.71;17.1;17.1;Mg/ha;converted_from_kg_m2;soc_stock_layer;1710;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.086944;-61.970278;EPSG:4326;Brazil;RO;Amazônia;;1997;0;15;15;15.1;Não informado;1.37;0.042258;2.972;29.72;29.72;Mg/ha;converted_from_kg_m2;soc_stock_layer;2972;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.086944;-61.970278;EPSG:4326;Brazil;RO;Amazônia;;1997;15;25;10;10.8904;Não informado;1.41;0.04231;1.471;14.71;14.71;Mg/ha;converted_from_kg_m2;soc_stock_layer;1471;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.086944;-61.970278;EPSG:4326;Brazil;RO;Amazônia;;1997;25;30;5;7.8;Não informado;1.42;0.072861;0.513;5.13;5.13;Mg/ha;converted_from_kg_m2;soc_stock_layer;513;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.067222;-61.929444;EPSG:4326;Brazil;RO;Amazônia;;1997;0;20;20;23.8;Não informado;1.24;0.014005;5.82;58.2;58.2;Mg/ha;converted_from_kg_m2;soc_stock_layer;5820;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.067222;-61.929444;EPSG:4326;Brazil;RO;Amazônia;;1997;20;30;10;12.753089;Não informado;1.29;0.770886;1.632;16.32;16.32;Mg/ha;converted_from_kg_m2;soc_stock_layer;1632;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.023611;-61.929167;EPSG:4326;Brazil;RO;Amazônia;;1997;0;20;20;14.7;Não informado;1.27;0.019222;3.662;36.62;36.62;Mg/ha;converted_from_kg_m2;soc_stock_layer;3662;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.023611;-61.929167;EPSG:4326;Brazil;RO;Amazônia;;1997;20;30;10;8.68575;Não informado;1.32;0.01641;1.128;11.28;11.28;Mg/ha;converted_from_kg_m2;soc_stock_layer;1128;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-11.9525;-61.924444;EPSG:4326;Brazil;RO;Amazônia;;1997;0;20;20;14.7;Não informado;1.28;0.958227;3.727;37.27;37.27;Mg/ha;converted_from_kg_m2;soc_stock_layer;3727;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-11.9525;-61.924444;EPSG:4326;Brazil;RO;Amazônia;;1997;20;30;10;10.581461;Não informado;1.27;0.017752;1.32;13.2;13.2;Mg/ha;converted_from_kg_m2;soc_stock_layer;1320;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.0875;-62.08;EPSG:4326;Brazil;RO;Amazônia;;1997;0;20;20;20.1;Não informado;1.29;0.965641;5.136;51.36;51.36;Mg/ha;converted_from_kg_m2;soc_stock_layer;5136;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.0875;-62.08;EPSG:4326;Brazil;RO;Amazônia;;1997;20;30;10;11.429412;Não informado;1.3;0.338265;1.481;14.81;14.81;Mg/ha;converted_from_kg_m2;soc_stock_layer;1481;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.09;-62.151667;EPSG:4326;Brazil;RO;Amazônia;;1997;0;20;20;9.9;Não informado;1.36;0.506216;2.679;26.79;26.79;Mg/ha;converted_from_kg_m2;soc_stock_layer;2679;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.09;-62.151667;EPSG:4326;Brazil;RO;Amazônia;;1997;20;30;10;7.736754;Não informado;1.35;0.200401;1.042;10.42;10.42;Mg/ha;converted_from_kg_m2;soc_stock_layer;1042;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.103889;-61.920556;EPSG:4326;Brazil;RO;Amazônia;;1997;0;20;20;13.4;Não informado;1.24;0.928561;3.292;32.92;32.92;Mg/ha;converted_from_kg_m2;soc_stock_layer;3292;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.103889;-61.920556;EPSG:4326;Brazil;RO;Amazônia;;1997;20;30;10;8.287489;Não informado;1.27;0.035209;1.015;10.15;10.15;Mg/ha;converted_from_kg_m2;soc_stock_layer;1015;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.130833;-61.918333;EPSG:4326;Brazil;RO;Amazônia;;1997;0;20;20;61.2;Não informado;1.11;0.021179;13.299;132.99;132.99;Mg/ha;converted_from_kg_m2;soc_stock_layer;13299;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.130833;-61.918333;EPSG:4326;Brazil;RO;Amazônia;;1997;20;30;10;25.096914;Não informado;1.24;0.058935;2.929;29.29;29.29;Mg/ha;converted_from_kg_m2;soc_stock_layer;2929;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.128056;-61.874167;EPSG:4326;Brazil;RO;Amazônia;;1997;0;20;20;20.1;Não informado;1.25;0.103734;4.504;45.04;45.04;Mg/ha;converted_from_kg_m2;soc_stock_layer;4504;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.128056;-61.874167;EPSG:4326;Brazil;RO;Amazônia;;1997;20;30;10;11.478333;Não informado;1.31;0.050074;1.428;14.28;14.28;Mg/ha;converted_from_kg_m2;soc_stock_layer;1428;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.132222;-61.872778;EPSG:4326;Brazil;RO;Amazônia;;1997;0;20;20;9.1;Não informado;1.35;0.041667;2.355;23.55;23.55;Mg/ha;converted_from_kg_m2;soc_stock_layer;2355;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.132222;-61.872778;EPSG:4326;Brazil;RO;Amazônia;;1997;20;30;10;6.305065;Não informado;1.36;0.020032;0.84;8.4;8.4;Mg/ha;converted_from_kg_m2;soc_stock_layer;840;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.131944;-61.823056;EPSG:4326;Brazil;RO;Amazônia;;1997;0;20;20;12.9;Não informado;1.24;0.928561;3.169;31.69;31.69;Mg/ha;converted_from_kg_m2;soc_stock_layer;3169;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.131944;-61.823056;EPSG:4326;Brazil;RO;Amazônia;;1997;20;30;10;9.266308;Não informado;1.26;0.563607;1.161;11.61;11.61;Mg/ha;converted_from_kg_m2;soc_stock_layer;1161;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.132222;-61.9775;EPSG:4326;Brazil;RO;Amazônia;;1997;0;15;15;26.2;Não informado;1.28;0;5.03;50.3;50.3;Mg/ha;converted_from_kg_m2;soc_stock_layer;5030;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.132222;-61.9775;EPSG:4326;Brazil;RO;Amazônia;;1997;15;30;15;17.451699;Não informado;1.35;0.351229;3.522;35.22;35.22;Mg/ha;converted_from_kg_m2;soc_stock_layer;3522;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.131944;-61.966389;EPSG:4326;Brazil;RO;Amazônia;;1997;0;10;10;30.6;Não informado;1.22;0.028033;3.629;36.29;36.29;Mg/ha;converted_from_kg_m2;soc_stock_layer;3629;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.131944;-61.966389;EPSG:4326;Brazil;RO;Amazônia;;1997;10;25;15;19.626003;Não informado;1.32;0.01641;3.822;38.22;38.22;Mg/ha;converted_from_kg_m2;soc_stock_layer;3822;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.131944;-61.966389;EPSG:4326;Brazil;RO;Amazônia;;1997;25;30;5;9.6;Não informado;1.38;0.513622;0.659;6.59;6.59;Mg/ha;converted_from_kg_m2;soc_stock_layer;659;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.148056;-61.8125;EPSG:4326;Brazil;RO;Amazônia;;1997;0;20;20;13.3;Não informado;1.34;0.010027;3.529;35.29;35.29;Mg/ha;converted_from_kg_m2;soc_stock_layer;3529;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.148056;-61.8125;EPSG:4326;Brazil;RO;Amazônia;;1997;20;30;10;10.617261;Não informado;1.36;0.966147;1.43;14.3;14.3;Mg/ha;converted_from_kg_m2;soc_stock_layer;1430;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.116944;-61.992222;EPSG:4326;Brazil;RO;Amazônia;;1997;0;10;10;37.2;Não informado;1.21;0.906299;4.46;44.6;44.6;Mg/ha;converted_from_kg_m2;soc_stock_layer;4460;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.116944;-61.992222;EPSG:4326;Brazil;RO;Amazônia;;1997;10;25;15;24.13719;Não informado;1.29;0.011122;4.619;46.19;46.19;Mg/ha;converted_from_kg_m2;soc_stock_layer;4619;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.116944;-61.992222;EPSG:4326;Brazil;RO;Amazônia;;1997;25;30;5;14.1;Não informado;1.36;0.010175;0.949;9.49;9.49;Mg/ha;converted_from_kg_m2;soc_stock_layer;949;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.132778;-61.775278;EPSG:4326;Brazil;RO;Amazônia;;1997;0;15;15;9.1;Não informado;1.4;0.121137;1.68;16.8;16.8;Mg/ha;converted_from_kg_m2;soc_stock_layer;1680;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.132778;-61.775278;EPSG:4326;Brazil;RO;Amazônia;;1997;15;25;10;7.002278;Não informado;1.41;0.140235;0.849;8.49;8.49;Mg/ha;converted_from_kg_m2;soc_stock_layer;849;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.132778;-61.775278;EPSG:4326;Brazil;RO;Amazônia;;1997;25;30;5;5.3;Não informado;1.4;0.134111;0.321;3.21;3.21;Mg/ha;converted_from_kg_m2;soc_stock_layer;321;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.131944;-61.732222;EPSG:4326;Brazil;RO;Amazônia;;1997;0;10;10;10.9;Não informado;1.4;0;1.526;15.26;15.26;Mg/ha;converted_from_kg_m2;soc_stock_layer;1526;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.131944;-61.732222;EPSG:4326;Brazil;RO;Amazônia;;1997;10;25;15;7.929409;Não informado;1.41;0;1.677;16.77;16.77;Mg/ha;converted_from_kg_m2;soc_stock_layer;1677;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.131944;-61.732222;EPSG:4326;Brazil;RO;Amazônia;;1997;25;30;5;4.7;Não informado;1.42;0;0.334;3.34;3.34;Mg/ha;converted_from_kg_m2;soc_stock_layer;334;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.220556;-61.673333;EPSG:4326;Brazil;RO;Amazônia;;1997;0;15;15;4.7;Não informado;1.4;0;0.987;9.87;9.87;Mg/ha;converted_from_kg_m2;soc_stock_layer;987;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.220556;-61.673333;EPSG:4326;Brazil;RO;Amazônia;;1997;15;30;15;3.923837;Não informado;1.41;0;0.83;8.3;8.3;Mg/ha;converted_from_kg_m2;soc_stock_layer;830;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.131944;-61.671944;EPSG:4326;Brazil;RO;Amazônia;;1997;0;20;20;16;Não informado;1.35;0.086957;3.944;39.44;39.44;Mg/ha;converted_from_kg_m2;soc_stock_layer;3944;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.131944;-61.671944;EPSG:4326;Brazil;RO;Amazônia;;1997;20;30;10;9.04639;Não informado;1.37;0.046675;1.182;11.82;11.82;Mg/ha;converted_from_kg_m2;soc_stock_layer;1182;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.087222;-61.945556;EPSG:4326;Brazil;RO;Amazônia;;1997;0;20;20;28.7;Não informado;1.18;0.017884;6.652;66.52;66.52;Mg/ha;converted_from_kg_m2;soc_stock_layer;6652;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.087222;-61.945556;EPSG:4326;Brazil;RO;Amazônia;;1997;20;30;10;16.061411;Não informado;1.28;0.098905;1.853;18.53;18.53;Mg/ha;converted_from_kg_m2;soc_stock_layer;1853;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.050278;-61.939722;EPSG:4326;Brazil;RO;Amazônia;;1997;0;20;20;17;Não informado;1.26;0.044118;4.095;40.95;40.95;Mg/ha;converted_from_kg_m2;soc_stock_layer;4095;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.050278;-61.939722;EPSG:4326;Brazil;RO;Amazônia;;1997;20;30;10;7.394685;Não informado;1.29;0.026043;0.929;9.29;9.29;Mg/ha;converted_from_kg_m2;soc_stock_layer;929;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-11.999444;-61.929167;EPSG:4326;Brazil;RO;Amazônia;;1997;0;20;20;19;Não informado;1.32;0.025086;4.89;48.9;48.9;Mg/ha;converted_from_kg_m2;soc_stock_layer;4890;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-11.999444;-61.929167;EPSG:4326;Brazil;RO;Amazônia;;1997;20;30;10;10.888383;Não informado;1.31;0.01679;1.402;14.02;14.02;Mg/ha;converted_from_kg_m2;soc_stock_layer;1402;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-11.995556;-61.859444;EPSG:4326;Brazil;RO;Amazônia;;1997;0;20;20;13.3;Não informado;1.35;0.010101;3.555;35.55;35.55;Mg/ha;converted_from_kg_m2;soc_stock_layer;3555;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-11.995556;-61.859444;EPSG:4326;Brazil;RO;Amazônia;;1997;20;30;10;8.100051;Não informado;1.33;0.014499;1.062;10.62;10.62;Mg/ha;converted_from_kg_m2;soc_stock_layer;1062;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.035;-61.846944;EPSG:4326;Brazil;RO;Amazônia;;1997;0;20;20;15.4;Não informado;1.25;0;3.85;38.5;38.5;Mg/ha;converted_from_kg_m2;soc_stock_layer;3850;g/m2;ok;dup-000072;active;retained_ambiguous_overlap:discordant_target_value
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.035;-61.846944;EPSG:4326;Brazil;RO;Amazônia;;1997;20;30;10;11.399385;Não informado;1.26;0.327891;1.432;14.32;14.32;Mg/ha;converted_from_kg_m2;soc_stock_layer;1432;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.190278;-61.819167;EPSG:4326;Brazil;RO;Amazônia;;1997;0;20;20;6.1;Não informado;1.39;0.606748;1.686;16.86;16.86;Mg/ha;converted_from_kg_m2;soc_stock_layer;1686;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.190278;-61.819167;EPSG:4326;Brazil;RO;Amazônia;;1997;20;30;10;5.198034;Não informado;1.4;0.011034;0.72;7.2;7.2;Mg/ha;converted_from_kg_m2;soc_stock_layer;720;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.186944;-61.878056;EPSG:4326;Brazil;RO;Amazônia;;1997;0;10;10;30.7;Não informado;1.17;0.055794;3.391;33.91;33.91;Mg/ha;converted_from_kg_m2;soc_stock_layer;3391;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.186944;-61.878056;EPSG:4326;Brazil;RO;Amazônia;;1997;10;15;5;24.4;Não informado;1.26;0.098087;1.386;13.86;13.86;Mg/ha;converted_from_kg_m2;soc_stock_layer;1386;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.186944;-61.878056;EPSG:4326;Brazil;RO;Amazônia;;1997;15;30;15;16;Não informado;1.29;0.156689;2.611;26.11;26.11;Mg/ha;converted_from_kg_m2;soc_stock_layer;2611;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.189722;-61.784444;EPSG:4326;Brazil;RO;Amazônia;;1997;0;15;15;14.1;Não informado;1.35;0;2.855;28.55;28.55;Mg/ha;converted_from_kg_m2;soc_stock_layer;2855;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.189722;-61.784444;EPSG:4326;Brazil;RO;Amazônia;;1997;15;20;5;11.936628;Não informado;1.38;0;0.824;8.24;8.24;Mg/ha;converted_from_kg_m2;soc_stock_layer;824;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.189722;-61.784444;EPSG:4326;Brazil;RO;Amazônia;;1997;20;30;10;10.1;Não informado;1.39;0;1.404;14.04;14.04;Mg/ha;converted_from_kg_m2;soc_stock_layer;1404;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.251111;-61.783889;EPSG:4326;Brazil;RO;Amazônia;;1997;0;10;10;8.7;Não informado;1.38;0;1.201;12.01;12.01;Mg/ha;converted_from_kg_m2;soc_stock_layer;1201;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.251111;-61.783889;EPSG:4326;Brazil;RO;Amazônia;;1997;10;20;10;6.573807;Não informado;1.39;0;0.914;9.14;9.14;Mg/ha;converted_from_kg_m2;soc_stock_layer;914;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.251111;-61.783889;EPSG:4326;Brazil;RO;Amazônia;;1997;20;30;10;4.4;Não informado;1.4;0;0.616;6.16;6.16;Mg/ha;converted_from_kg_m2;soc_stock_layer;616;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.302222;-61.788889;EPSG:4326;Brazil;RO;Amazônia;;1997;0;15;15;10.1;Não informado;1.36;0;2.06;20.6;20.6;Mg/ha;converted_from_kg_m2;soc_stock_layer;2060;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.302222;-61.788889;EPSG:4326;Brazil;RO;Amazônia;;1997;15;30;15;9.204732;Não informado;1.38;0;1.905;19.05;19.05;Mg/ha;converted_from_kg_m2;soc_stock_layer;1905;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.34;-61.784722;EPSG:4326;Brazil;RO;Amazônia;;1997;0;10;10;18.3;Não informado;1.31;0;2.397;23.97;23.97;Mg/ha;converted_from_kg_m2;soc_stock_layer;2397;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.34;-61.784722;EPSG:4326;Brazil;RO;Amazônia;;1997;10;15;5;13.458577;Não informado;1.38;0;0.929;9.29;9.29;Mg/ha;converted_from_kg_m2;soc_stock_layer;929;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.34;-61.784722;EPSG:4326;Brazil;RO;Amazônia;;1997;15;30;15;8;Não informado;1.42;0;1.704;17.04;17.04;Mg/ha;converted_from_kg_m2;soc_stock_layer;1704;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.355833;-61.731389;EPSG:4326;Brazil;RO;Amazônia;;1997;0;15;15;14;Não informado;1.37;0;2.877;28.77;28.77;Mg/ha;converted_from_kg_m2;soc_stock_layer;2877;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.355833;-61.731389;EPSG:4326;Brazil;RO;Amazônia;;1997;15;25;10;11.273829;Não informado;1.4;0;1.578;15.78;15.78;Mg/ha;converted_from_kg_m2;soc_stock_layer;1578;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.355833;-61.731389;EPSG:4326;Brazil;RO;Amazônia;;1997;25;30;5;8.7;Não informado;1.42;0;0.618;6.18;6.18;Mg/ha;converted_from_kg_m2;soc_stock_layer;618;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.287222;-61.709722;EPSG:4326;Brazil;RO;Amazônia;;1997;0;15;15;13.6;Não informado;1.38;0;2.815;28.15;28.15;Mg/ha;converted_from_kg_m2;soc_stock_layer;2815;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.287222;-61.709722;EPSG:4326;Brazil;RO;Amazônia;;1997;15;25;10;9.353496;Não informado;1.42;0;1.328;13.28;13.28;Mg/ha;converted_from_kg_m2;soc_stock_layer;1328;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.287222;-61.709722;EPSG:4326;Brazil;RO;Amazônia;;1997;25;30;5;6.1;Não informado;1.42;0;0.433;4.33;4.33;Mg/ha;converted_from_kg_m2;soc_stock_layer;433;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.233056;-61.7275;EPSG:4326;Brazil;RO;Amazônia;;1997;0;10;10;32.9;Não informado;1.2;0;3.948;39.48;39.48;Mg/ha;converted_from_kg_m2;soc_stock_layer;3948;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.233056;-61.7275;EPSG:4326;Brazil;RO;Amazônia;;1997;10;25;15;22.325244;Não informado;1.3;0;4.353;43.53;43.53;Mg/ha;converted_from_kg_m2;soc_stock_layer;4353;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.233056;-61.7275;EPSG:4326;Brazil;RO;Amazônia;;1997;25;30;5;12.4;Não informado;1.39;0;0.862;8.62;8.62;Mg/ha;converted_from_kg_m2;soc_stock_layer;862;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.003889;-61.706389;EPSG:4326;Brazil;RO;Amazônia;;1997;0;8;8;16.3;Não informado;1.33;0.147538;1.478;14.78;14.78;Mg/ha;converted_from_kg_m2;soc_stock_layer;1478;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.003889;-61.706389;EPSG:4326;Brazil;RO;Amazônia;;1997;8;25;17;12.581424;Não informado;1.35;0.266624;2.118;21.18;21.18;Mg/ha;converted_from_kg_m2;soc_stock_layer;2118;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.003889;-61.706389;EPSG:4326;Brazil;RO;Amazônia;;1997;25;30;5;9.1;Não informado;1.38;0.356377;0.404;4.04;4.04;Mg/ha;converted_from_kg_m2;soc_stock_layer;404;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.0025;-61.707222;EPSG:4326;Brazil;RO;Amazônia;;1997;0;10;10;19.9;Não informado;1.28;0.01445;2.51;25.1;25.1;Mg/ha;converted_from_kg_m2;soc_stock_layer;2510;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.0025;-61.707222;EPSG:4326;Brazil;RO;Amazônia;;1997;10;20;10;12.327058;Não informado;1.36;0.026356;1.632;16.32;16.32;Mg/ha;converted_from_kg_m2;soc_stock_layer;1632;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.0025;-61.707222;EPSG:4326;Brazil;RO;Amazônia;;1997;20;30;10;5.5;Não informado;1.37;0.036787;0.726;7.26;7.26;Mg/ha;converted_from_kg_m2;soc_stock_layer;726;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.050556;-61.724444;EPSG:4326;Brazil;RO;Amazônia;;1997;0;15;15;30.1;Não informado;1.23;0.458049;5.528;55.28;55.28;Mg/ha;converted_from_kg_m2;soc_stock_layer;5528;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.050556;-61.724444;EPSG:4326;Brazil;RO;Amazônia;;1997;15;25;10;19.169571;Não informado;1.29;0.528592;2.46;24.6;24.6;Mg/ha;converted_from_kg_m2;soc_stock_layer;2460;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.050556;-61.724444;EPSG:4326;Brazil;RO;Amazônia;;1997;25;30;5;10.6;Não informado;1.3;0.483991;0.686;6.86;6.86;Mg/ha;converted_from_kg_m2;soc_stock_layer;686;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.088889;-61.667778;EPSG:4326;Brazil;RO;Amazônia;;1997;0;10;10;22.2;Não informado;1.2;0.013559;2.628;26.28;26.28;Mg/ha;converted_from_kg_m2;soc_stock_layer;2628;g/m2;ok;;active;unique
mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;-12.088889;-61.667778;EPSG:4326;Brazil;RO;Amazônia;;1997;10;30;20;18.090312;Não informado;1.24;0.928561;4.445;44.45;44.45;Mg/ha;converted_from_kg_m2;soc_stock_layer;4445;g/m2;ok;;active;unique
