unified_observation_id;source_id;dataset_id;source_observation_id;latitude;longitude;coord_x;coord_y;crs;country;state;sample_date;sample_year;sample_period_start;sample_period_end;depth_top_cm;depth_bottom_cm;layer_thickness_cm;carbon_content_g_kg;carbon_analysis_method;carbon_stock_kg_m2;carbon_stock_mg_ha;bulk_density_g_cm3;coarse_fragments_fraction;carbon_stock_00_05;carbon_stock_05_15;carbon_stock_15_30;carbon_stock_30_60;carbon_stock_60_100;target_kind;target_value;target_unit;derivation_method;quality_flag;duplicate_group_id;duplicate_status;duplicate_resolution
mapbiomas_soc:ctb0033-RO0626E:1996:0-20:soc_stock_layer;mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;ctb0033-RO0626E;-9.41750883757616;-63.4877708212027;-63.4877708212027;-9.41750883757616;EPSG:4326;Brazil;;;1996;1996;1996;0;20;20;10.1;Não informado;2.7;27.0;1.38;3.15934065934066;;;;;;soc_stock_layer;2700;g/m2;reported_by_source;ok;dup-001625;duplicate;removed_in_favor_of:mapbiomas_soc
mapbiomas_soc:ctb0033-RO0626I:1996:0-20:soc_stock_layer;mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;ctb0033-RO0626I;-9.41750533310704;-63.4877701071077;-63.4877701071077;-9.41750533310704;EPSG:4326;Brazil;;;1996;1996;1996;0;20;20;10.6;Não informado;2.833;28.33;1.38;3.15934065934066;;;;;;soc_stock_layer;2833;g/m2;reported_by_source;ok;dup-001625;duplicate;removed_in_favor_of:mapbiomas_soc
mapbiomas_soc:ctb0033-RO0626J:1996:0-20:soc_stock_layer;mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;ctb0033-RO0626J;-9.4175089916932;-63.4877757699596;-63.4877757699596;-9.4175089916932;EPSG:4326;Brazil;;;1996;1996;1996;0;20;20;13.3;Não informado;3.466;34.66;1.36;4.19623572971305;;;;;;soc_stock_layer;3466;g/m2;reported_by_source;ok;dup-001626;duplicate;removed_in_favor_of:mapbiomas_soc
mapbiomas_soc:ctb0033-RO0628F:1996:0-20:soc_stock_layer;mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;ctb0033-RO0628F;-9.12972124320771;-63.4497220899256;-63.4497220899256;-9.12972124320771;EPSG:4326;Brazil;;;1996;1996;1996;0;20;20;18.3;Não informado;4.758;47.58;1.3;0;;;;;;soc_stock_layer;4758;g/m2;reported_by_source;ok;dup-001606;duplicate;removed_in_favor_of:mapbiomas_soc
mapbiomas_soc:ctb0033-RO0629E:1997:0-20:soc_stock_layer;mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;ctb0033-RO0629E;-9.09417022598545;-63.4061102005034;-63.4061102005034;-9.09417022598545;EPSG:4326;Brazil;;;1997;1997;1997;0;20;20;16.6;Não informado;4.382;43.82;1.32;0;;;;;;soc_stock_layer;4382;g/m2;reported_by_source;ok;dup-001604;duplicate;removed_in_favor_of:mapbiomas_soc
mapbiomas_soc:ctb0033-RO0629F:1997:0-20:soc_stock_layer;mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;ctb0033-RO0629F;-9.09417155708265;-63.406119427848;-63.406119427848;-9.09417155708265;EPSG:4326;Brazil;;;1997;1997;1997;0;20;20;15.6;Não informado;4.118;41.18;1.32;0;;;;;;soc_stock_layer;4118;g/m2;reported_by_source;ok;dup-001605;duplicate;removed_in_favor_of:mapbiomas_soc
mapbiomas_soc:ctb0033-RO0655F:1996:0-20:soc_stock_layer;mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;ctb0033-RO0655F;-10.6994466071248;-62.3083302836277;-62.3083302836277;-10.6994466071248;EPSG:4326;Brazil;;;1996;1996;1996;0;20;20;10.9;Não informado;3.05;30.5;1.43;2.15914238260607;;;;;;soc_stock_layer;3050;g/m2;reported_by_source;ok;dup-000033;duplicate;removed_in_favor_of:mapbiomas_soc
mapbiomas_soc:ctb0033-RO0655H:1996:0-20:soc_stock_layer;mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;ctb0033-RO0655H;-10.6994454142205;-62.3083275333487;-62.3083275333487;-10.6994454142205;EPSG:4326;Brazil;;;1996;1996;1996;0;20;20;12;Não informado;3.32;33.2;1.43;3.27006631603019;;;;;;soc_stock_layer;3320;g/m2;reported_by_source;ok;dup-000033;duplicate;removed_in_favor_of:mapbiomas_soc
mapbiomas_soc:ctb0033-RO0661D:1996:0-20:soc_stock_layer;mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;ctb0033-RO0661D;-11.0652839054564;-62.6811093135014;-62.6811093135014;-11.0652839054564;EPSG:4326;Brazil;;;1996;1996;1996;0;20;20;15.9;Não informado;4.202;42.02;1.38;4.25531914893617;;;;;;soc_stock_layer;4202;g/m2;reported_by_source;ok;dup-000039;duplicate;removed_in_favor_of:mapbiomas_soc
mapbiomas_soc:ctb0033-RO0661E:1996:0-20:soc_stock_layer;mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;ctb0033-RO0661E;-11.0652843272894;-62.6811104338374;-62.6811104338374;-11.0652843272894;EPSG:4326;Brazil;;;1996;1996;1996;0;20;20;16.8;Não informado;4.142;41.42;1.37;10.0219458668617;;;;;;soc_stock_layer;4142;g/m2;reported_by_source;ok;dup-000039;duplicate;removed_in_favor_of:mapbiomas_soc
mapbiomas_soc:ctb0033-RO0663G:1996:0-20:soc_stock_layer;mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;ctb0033-RO0663G;-11.0350010409939;-62.7930534166509;-62.7930534166509;-11.0350010409939;EPSG:4326;Brazil;;;1996;1996;1996;0;20;20;5.2;Não informado;1.44;14.4;1.44;3.85940730530668;;;;;;soc_stock_layer;1440;g/m2;reported_by_source;ok;dup-000038;duplicate;removed_in_favor_of:mapbiomas_soc
mapbiomas_soc:ctb0033-RO1015:1996:0-15:soc_stock_layer;mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;ctb0033-RO1015;-12.2088919399071;-63.8475023383532;-63.8475023383532;-12.2088919399071;EPSG:4326;Brazil;;;1996;1996;1996;0;15;15;8.4;Não informado;1.481;14.81;1.43;17.7853068576575;;;;;;soc_stock_layer;1481;g/m2;reported_by_source;ok;dup-000074;duplicate;removed_in_favor_of:mapbiomas_soc
mapbiomas_soc:ctb0033-RO1015:1996:15-30:soc_stock_layer;mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;ctb0033-RO1015;-12.2088919399071;-63.8475023383532;-63.8475023383532;-12.2088919399071;EPSG:4326;Brazil;;;1996;1996;1996;15;30;15;6.78709867844765;Não informado;1.212;12.12;1.42;16.1462222523929;;;;;;soc_stock_layer;1212;g/m2;reported_by_source;ok;dup-000075;duplicate;removed_in_favor_of:mapbiomas_soc
mapbiomas_soc:ctb0033-RO2012:1996:0-2:soc_stock_layer;mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;ctb0033-RO2012;-10.7000088643791;-64.8469374980779;-64.8469374980779;-10.7000088643791;EPSG:4326;Brazil;;;1996;1996;1996;0;2;2;12;Não informado;0.331;3.31;1.38;0;;;;;;soc_stock_layer;331;g/m2;reported_by_source;ok;dup-000034;duplicate;removed_in_favor_of:mapbiomas_soc
mapbiomas_soc:ctb0033-RO2012:1996:2-30:soc_stock_layer;mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;ctb0033-RO2012;-10.7000088643791;-64.8469374980779;-64.8469374980779;-10.7000088643791;EPSG:4326;Brazil;;;1996;1996;1996;2;30;28;7.57808438760803;Não informado;2.992;29.92;1.41;0;;;;;;soc_stock_layer;2992;g/m2;reported_by_source;ok;dup-000035;duplicate;removed_in_favor_of:mapbiomas_soc
mapbiomas_soc:ctb0033-RO2254D:1997:0-20:soc_stock_layer;mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;ctb0033-RO2254D;-12.034995064928;-61.8469375773847;-61.8469375773847;-12.034995064928;EPSG:4326;Brazil;;;1997;1997;1997;0;20;20;2;Não informado;0.516;5.16;1.29;0;;;;;;soc_stock_layer;516;g/m2;reported_by_source;ok;dup-000072;duplicate;removed_in_favor_of:mapbiomas_soc
mapbiomas_soc:ctb0033-RO2493:1997:0-20:soc_stock_layer;mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;ctb0033-RO2493;-12.689453412322;-61.4733312318849;-61.4733312318849;-12.689453412322;EPSG:4326;Brazil;;;1997;1997;1997;0;20;20;41.9;Não informado;7.933;79.33;0.95;0.354147250698975;;;;;;soc_stock_layer;7933;g/m2;reported_by_source;ok;dup-000128;duplicate;removed_in_favor_of:mapbiomas_soc
mapbiomas_soc:ctb0033-RO2493:1997:0-20:soc_stock_layer;mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;ctb0033-RO2493;-12.6894505997209;-61.4733277925218;-61.4733277925218;-12.6894505997209;EPSG:4326;Brazil;;;1997;1997;1997;0;20;20;41.9;Não informado;7.933;79.33;0.95;0.354147250698975;;;;;;soc_stock_layer;7933;g/m2;reported_by_source;ok;dup-000128;duplicate;removed_in_favor_of:mapbiomas_soc
mapbiomas_soc:ctb0033-RO2493:1997:20-30:soc_stock_layer;mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;ctb0033-RO2493;-12.689453412322;-61.4733312318849;-61.4733312318849;-12.689453412322;EPSG:4326;Brazil;;;1997;1997;1997;20;30;10;29.1159686705048;Não informado;2.987;29.87;1.03;0.383855700070808;;;;;;soc_stock_layer;2987;g/m2;reported_by_source;ok;dup-000129;duplicate;removed_in_favor_of:mapbiomas_soc
mapbiomas_soc:ctb0033-RO2493:1997:20-30:soc_stock_layer;mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;ctb0033-RO2493;-12.6894505997209;-61.4733277925218;-61.4733277925218;-12.6894505997209;EPSG:4326;Brazil;;;1997;1997;1997;20;30;10;29.1159686705048;Não informado;2.987;29.87;1.03;0.383855700070808;;;;;;soc_stock_layer;2987;g/m2;reported_by_source;ok;dup-000129;duplicate;removed_in_favor_of:mapbiomas_soc
mapbiomas_soc:ctb0033-RO2593:1997:0-20:soc_stock_layer;mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;ctb0033-RO2593;-12.68944444;-61.47333333;-61.47333333;-12.68944444;EPSG:4326;Brazil;;;1997;1997;1997;0;20;20;14.5;Não informado;3.827;38.27;1.34;1.51173285198556;;;;;;soc_stock_layer;3827;g/m2;reported_by_source;ok;dup-000126;duplicate;removed_in_favor_of:mapbiomas_soc
mapbiomas_soc:ctb0033-RO2593:1997:20-30:soc_stock_layer;mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;ctb0033-RO2593;-12.68944444;-61.47333333;-61.47333333;-12.68944444;EPSG:4326;Brazil;;;1997;1997;1997;20;30;10;8.42500634775544;Não informado;1.142;11.42;1.37;1.07669335009936;;;;;;soc_stock_layer;1142;g/m2;reported_by_source;ok;dup-000127;duplicate;removed_in_favor_of:mapbiomas_soc
mapbiomas_soc:ctb0033-RO2903:1997:0-15:soc_stock_layer;mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;ctb0033-RO2903;-9.37833333;-64.64944444;-64.64944444;-9.37833333;EPSG:4326;Brazil;;;1997;1997;1997;0;15;15;12.1;Não informado;2.473;24.73;1.37;0.536266489215955;;;;;;soc_stock_layer;2473;g/m2;reported_by_source;ok;dup-001618;duplicate;removed_in_favor_of:mapbiomas_soc
mapbiomas_soc:ctb0053-RO_113_INDEFORMADA:2015:0-20:soc_stock_layer;mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;ctb0053-RO_113_INDEFORMADA;-9.53999619619069;-64.619994376157;-64.619994376157;-9.53999619619069;EPSG:4326;Brazil;;;2015;2015;2015;0;20;20;16.1;Não informado;3.998;39.98;1.36;8.69502279910251;;;;;;soc_stock_layer;3998;g/m2;reported_by_source;ok;dup-001630;duplicate;removed_in_favor_of:mapbiomas_soc
mapbiomas_soc:ctb0053-RO_113_INDEFORMADA:2015:20-30:soc_stock_layer;mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;ctb0053-RO_113_INDEFORMADA;-9.53999619619069;-64.619994376157;-64.619994376157;-9.53999619619069;EPSG:4326;Brazil;;;2015;2015;2015;20;30;10;11.25;Não informado;1.428;14.28;1.4;9.35512438612028;;;;;;soc_stock_layer;1428;g/m2;reported_by_source;ok;dup-001631;duplicate;removed_in_favor_of:mapbiomas_soc
mapbiomas_soc:ctb0053-RO_127_INDEFORMADA:2014:0-20:soc_stock_layer;mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;ctb0053-RO_127_INDEFORMADA;-9.54001186387555;-62.1000018533117;-62.1000018533117;-9.54001186387555;EPSG:4326;Brazil;;;2014;2014;2014;0;20;20;18.7;Não informado;4.104;41.04;1.22;10.0633281890267;;;;;;soc_stock_layer;4104;g/m2;reported_by_source;ok;dup-001632;duplicate;removed_in_favor_of:mapbiomas_soc
mapbiomas_soc:ctb0053-RO_127_INDEFORMADA:2014:20-30:soc_stock_layer;mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;ctb0053-RO_127_INDEFORMADA;-9.54001186387555;-62.1000018533117;-62.1000018533117;-9.54001186387555;EPSG:4326;Brazil;;;2014;2014;2014;20;30;10;13.8;Não informado;1.566;15.66;1.26;9.93470001164181;;;;;;soc_stock_layer;1566;g/m2;reported_by_source;ok;dup-001633;duplicate;removed_in_favor_of:mapbiomas_soc
mapbiomas_soc:ctb0053-RO_131_INDEFORMADA:2015:0-20:soc_stock_layer;mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;ctb0053-RO_131_INDEFORMADA;-9.71998631736497;-66.6000105642274;-66.6000105642274;-9.71998631736497;EPSG:4326;Brazil;;;2015;2015;2015;0;20;20;6.6;Não informado;1.501;15.01;1.28;11.1545655500765;;;;;;soc_stock_layer;1501;g/m2;reported_by_source;ok;dup-001634;duplicate;removed_in_favor_of:mapbiomas_soc
mapbiomas_soc:ctb0053-RO_131_INDEFORMADA:2015:20-30:soc_stock_layer;mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;ctb0053-RO_131_INDEFORMADA;-9.71998631736497;-66.6000105642274;-66.6000105642274;-9.71998631736497;EPSG:4326;Brazil;;;2015;2015;2015;20;30;10;6.25;Não informado;0.713;7.13;1.29;11.5962149137505;;;;;;soc_stock_layer;713;g/m2;reported_by_source;ok;dup-001635;duplicate;removed_in_favor_of:mapbiomas_soc
mapbiomas_soc:ctb0053-RO_141_INDEFORMADA:2015:0-20:soc_stock_layer;mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;ctb0053-RO_141_INDEFORMADA;-9.72007523433023;-64.8000202177091;-64.8000202177091;-9.72007523433023;EPSG:4326;Brazil;;;2015;2015;2015;0;20;20;14.2;Não informado;3.492;34.92;1.34;8.22739092747761;;;;;;soc_stock_layer;3492;g/m2;reported_by_source;ok;dup-001638;duplicate;removed_in_favor_of:mapbiomas_soc
mapbiomas_soc:ctb0053-RO_141_INDEFORMADA:2015:20-30:soc_stock_layer;mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;ctb0053-RO_141_INDEFORMADA;-9.72007523433023;-64.8000202177091;-64.8000202177091;-9.72007523433023;EPSG:4326;Brazil;;;2015;2015;2015;20;30;10;10.5;Não informado;1.348;13.48;1.39;7.67342756492488;;;;;;soc_stock_layer;1348;g/m2;reported_by_source;ok;dup-001639;duplicate;removed_in_favor_of:mapbiomas_soc
mapbiomas_soc:ctb0053-RO_151_INDEFORMADA:2014:0-20:soc_stock_layer;mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;ctb0053-RO_151_INDEFORMADA;-9.72000118001462;-62.9999940935722;-62.9999940935722;-9.72000118001462;EPSG:4326;Brazil;;;2014;2014;2014;0;20;20;29.1;Não informado;6.737;67.37;1.25;7.38886543217323;;;;;;soc_stock_layer;6737;g/m2;reported_by_source;ok;dup-001636;duplicate;removed_in_favor_of:mapbiomas_soc
mapbiomas_soc:ctb0053-RO_151_INDEFORMADA:2014:20-30:soc_stock_layer;mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;ctb0053-RO_151_INDEFORMADA;-9.72000118001462;-62.9999940935722;-62.9999940935722;-9.72000118001462;EPSG:4326;Brazil;;;2014;2014;2014;20;30;10;19.5;Não informado;2.33;23.3;1.29;7.3836141164039;;;;;;soc_stock_layer;2330;g/m2;reported_by_source;ok;dup-001637;duplicate;removed_in_favor_of:mapbiomas_soc
mapbiomas_soc:ctb0053-RO_167_INDEFORMADA:2014:0-20:soc_stock_layer;mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;ctb0053-RO_167_INDEFORMADA;-9.8999747381987;-63.719969601403;-63.719969601403;-9.8999747381987;EPSG:4326;Brazil;;;2014;2014;2014;0;20;20;5.4;Não informado;1.287;12.87;1.3;8.3546684779769;;;;;;soc_stock_layer;1287;g/m2;reported_by_source;ok;dup-001640;duplicate;removed_in_favor_of:mapbiomas_soc
mapbiomas_soc:ctb0053-RO_167_INDEFORMADA:2014:20-30:soc_stock_layer;mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;ctb0053-RO_167_INDEFORMADA;-9.8999747381987;-63.719969601403;-63.719969601403;-9.8999747381987;EPSG:4326;Brazil;;;2014;2014;2014;20;30;10;8.45;Não informado;0.992;9.92;1.31;10.3611916688637;;;;;;soc_stock_layer;992;g/m2;reported_by_source;ok;dup-001641;duplicate;removed_in_favor_of:mapbiomas_soc
mapbiomas_soc:ctb0053-RO_171_INDEFORMADA:2014:0-20:soc_stock_layer;mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;ctb0053-RO_171_INDEFORMADA;-9.89997657374825;-63.0000147880256;-63.0000147880256;-9.89997657374825;EPSG:4326;Brazil;;;2014;2014;2014;0;20;20;16.8;Não informado;4.004;40.04;1.31;9.03924990867395;;;;;;soc_stock_layer;4004;g/m2;reported_by_source;ok;dup-001642;duplicate;removed_in_favor_of:mapbiomas_soc
mapbiomas_soc:ctb0053-RO_171_INDEFORMADA:2014:20-30:soc_stock_layer;mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;ctb0053-RO_171_INDEFORMADA;-9.89997657374825;-63.0000147880256;-63.0000147880256;-9.89997657374825;EPSG:4326;Brazil;;;2014;2014;2014;20;30;10;11.6;Não informado;1.386;13.86;1.3;8.05828369022702;;;;;;soc_stock_layer;1386;g/m2;reported_by_source;ok;dup-001643;duplicate;removed_in_favor_of:mapbiomas_soc
mapbiomas_soc:ctb0053-RO_190_INDEFORMADA:2014:0-20:soc_stock_layer;mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;ctb0053-RO_190_INDEFORMADA;-10.080004447028;-63.360004084883;-63.360004084883;-10.080004447028;EPSG:4326;Brazil;;;2014;2014;2014;0;20;20;18.3;Não informado;4.404;44.04;1.33;9.51978136387298;;;;;;soc_stock_layer;4404;g/m2;reported_by_source;ok;dup-000017;duplicate;removed_in_favor_of:mapbiomas_soc
mapbiomas_soc:ctb0053-RO_190_INDEFORMADA:2014:20-30:soc_stock_layer;mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;ctb0053-RO_190_INDEFORMADA;-10.080004447028;-63.360004084883;-63.360004084883;-10.080004447028;EPSG:4326;Brazil;;;2014;2014;2014;20;30;10;12.25;Não informado;1.549;15.49;1.4;9.66218670541227;;;;;;soc_stock_layer;1549;g/m2;reported_by_source;ok;dup-000018;duplicate;removed_in_favor_of:mapbiomas_soc
mapbiomas_soc:ctb0053-RO_197_INDEFORMADA:2014:0-20:soc_stock_layer;mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;ctb0053-RO_197_INDEFORMADA;-10.0799851491783;-62.1000007512948;-62.1000007512948;-10.0799851491783;EPSG:4326;Brazil;;;2014;2014;2014;0;20;20;18.4;Não informado;4.243;42.43;1.23;6.26791515383145;;;;;;soc_stock_layer;4243;g/m2;reported_by_source;ok;dup-000015;duplicate;removed_in_favor_of:mapbiomas_soc
mapbiomas_soc:ctb0053-RO_197_INDEFORMADA:2014:20-30:soc_stock_layer;mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;ctb0053-RO_197_INDEFORMADA;-10.0799851491783;-62.1000007512948;-62.1000007512948;-10.0799851491783;EPSG:4326;Brazil;;;2014;2014;2014;20;30;10;14.7;Não informado;1.708;17.08;1.24;6.31565544024957;;;;;;soc_stock_layer;1708;g/m2;reported_by_source;ok;dup-000016;duplicate;removed_in_favor_of:mapbiomas_soc
mapbiomas_soc:ctb0053-RO_19_INDEFORMADA:2015:0-20:soc_stock_layer;mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;ctb0053-RO_19_INDEFORMADA;-8.4600009394068;-62.8199878749756;-62.8199878749756;-8.4600009394068;EPSG:4326;Brazil;;;2015;2015;2015;0;20;20;7;Não informado;1.743;17.43;1.41;11.683571256254;;;;;;soc_stock_layer;1743;g/m2;reported_by_source;ok;dup-001551;duplicate;removed_in_favor_of:mapbiomas_soc
mapbiomas_soc:ctb0053-RO_19_INDEFORMADA:2015:20-30:soc_stock_layer;mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;ctb0053-RO_19_INDEFORMADA;-8.4600009394068;-62.8199878749756;-62.8199878749756;-8.4600009394068;EPSG:4326;Brazil;;;2015;2015;2015;20;30;10;7.4;Não informado;0.904;9.04;1.39;12.0751836154474;;;;;;soc_stock_layer;904;g/m2;reported_by_source;ok;dup-001552;duplicate;removed_in_favor_of:mapbiomas_soc
mapbiomas_soc:ctb0053-RO_1_INDEFORMADA:2015:0-20:soc_stock_layer;mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;ctb0053-RO_1_INDEFORMADA;-8.10000724604206;-63.5400039257866;-63.5400039257866;-8.10000724604206;EPSG:4326;Brazil;;;2015;2015;2015;0;20;20;24.2;Não informado;5.051;50.51;1.16;10.0283713687991;;;;;;soc_stock_layer;5051;g/m2;reported_by_source;ok;dup-001506;duplicate;removed_in_favor_of:mapbiomas_soc
mapbiomas_soc:ctb0053-RO_1_INDEFORMADA:2015:20-30:soc_stock_layer;mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;ctb0053-RO_1_INDEFORMADA;-8.10000724604206;-63.5400039257866;-63.5400039257866;-8.10000724604206;EPSG:4326;Brazil;;;2015;2015;2015;20;30;10;18.2;Não informado;2.022;20.22;1.25;11.1116392936087;;;;;;soc_stock_layer;2022;g/m2;reported_by_source;ok;dup-001507;duplicate;removed_in_favor_of:mapbiomas_soc
mapbiomas_soc:ctb0053-RO_205_INDEFORMADA:2015:0-20:soc_stock_layer;mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;ctb0053-RO_205_INDEFORMADA;-10.2599896413966;-64.2600029318503;-64.2600029318503;-10.2599896413966;EPSG:4326;Brazil;;;2015;2015;2015;0;20;20;6.8;Não informado;1.62;16.2;1.31;9.09755473518769;;;;;;soc_stock_layer;1620;g/m2;reported_by_source;ok;dup-000021;duplicate;removed_in_favor_of:mapbiomas_soc
mapbiomas_soc:ctb0053-RO_205_INDEFORMADA:2015:20-30:soc_stock_layer;mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;ctb0053-RO_205_INDEFORMADA;-10.2599896413966;-64.2600029318503;-64.2600029318503;-10.2599896413966;EPSG:4326;Brazil;;;2015;2015;2015;20;30;10;9.85;Não informado;1.176;11.76;1.32;9.57316775045226;;;;;;soc_stock_layer;1176;g/m2;reported_by_source;ok;dup-000022;duplicate;removed_in_favor_of:mapbiomas_soc
mapbiomas_soc:ctb0053-RO_210_INDEFORMADA:2014:0-20:soc_stock_layer;mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;ctb0053-RO_210_INDEFORMADA;-10.2600036139561;-63.3599937058671;-63.3599937058671;-10.2600036139561;EPSG:4326;Brazil;;;2014;2014;2014;0;20;20;25.6;Não informado;5.901;59.01;1.3;11.3466334164589;;;;;;soc_stock_layer;5901;g/m2;reported_by_source;ok;dup-000023;duplicate;removed_in_favor_of:mapbiomas_soc
mapbiomas_soc:ctb0053-RO_210_INDEFORMADA:2014:20-30:soc_stock_layer;mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;ctb0053-RO_210_INDEFORMADA;-10.2600036139561;-63.3599937058671;-63.3599937058671;-10.2600036139561;EPSG:4326;Brazil;;;2014;2014;2014;20;30;10;16.85;Não informado;2.002;20.02;1.34;11.3456137452503;;;;;;soc_stock_layer;2002;g/m2;reported_by_source;ok;dup-000024;duplicate;removed_in_favor_of:mapbiomas_soc
mapbiomas_soc:ctb0053-RO_212_INDEFORMADA:2014:0-20:soc_stock_layer;mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;ctb0053-RO_212_INDEFORMADA;-10.2599859617924;-63.0000097238994;-63.0000097238994;-10.2599859617924;EPSG:4326;Brazil;;;2014;2014;2014;0;20;20;21;Não informado;4.933;49.33;1.31;10.337344643914;;;;;;soc_stock_layer;4933;g/m2;reported_by_source;ok;dup-000019;duplicate;removed_in_favor_of:mapbiomas_soc
mapbiomas_soc:ctb0053-RO_212_INDEFORMADA:2014:20-30:soc_stock_layer;mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;ctb0053-RO_212_INDEFORMADA;-10.2599859617924;-63.0000097238994;-63.0000097238994;-10.2599859617924;EPSG:4326;Brazil;;;2014;2014;2014;20;30;10;16.25;Não informado;1.967;19.67;1.34;9.6442861325266;;;;;;soc_stock_layer;1967;g/m2;reported_by_source;ok;dup-000020;duplicate;removed_in_favor_of:mapbiomas_soc
mapbiomas_soc:ctb0053-RO_234_INDEFORMADA:2015:0-20:soc_stock_layer;mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;ctb0053-RO_234_INDEFORMADA;-10.4399933764089;-62.819998944665;-62.819998944665;-10.4399933764089;EPSG:4326;Brazil;;;2015;2015;2015;0;20;20;12.9;Não informado;3.242;32.42;1.38;8.93193111100391;;;;;;soc_stock_layer;3242;g/m2;reported_by_source;ok;dup-000027;duplicate;removed_in_favor_of:mapbiomas_soc
mapbiomas_soc:ctb0053-RO_234_INDEFORMADA:2015:20-30:soc_stock_layer;mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;ctb0053-RO_234_INDEFORMADA;-10.4399933764089;-62.819998944665;-62.819998944665;-10.4399933764089;EPSG:4326;Brazil;;;2015;2015;2015;20;30;10;9;Não informado;1.139;11.39;1.4;9.60064542154094;;;;;;soc_stock_layer;1139;g/m2;reported_by_source;ok;dup-000028;duplicate;removed_in_favor_of:mapbiomas_soc
mapbiomas_soc:ctb0053-RO_235_INDEFORMADA:2015:0-20:soc_stock_layer;mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;ctb0053-RO_235_INDEFORMADA;-10.4399877020371;-62.6400104162845;-62.6400104162845;-10.4399877020371;EPSG:4326;Brazil;;;2015;2015;2015;0;20;20;12.7;Não informado;3.221;32.21;1.4;9.41640823230899;;;;;;soc_stock_layer;3221;g/m2;reported_by_source;ok;dup-000025;duplicate;removed_in_favor_of:mapbiomas_soc
mapbiomas_soc:ctb0053-RO_235_INDEFORMADA:2015:20-30:soc_stock_layer;mapbiomas_soc;doi:10.60502/SoilData/IUZOAK;ctb0053-RO_235_INDEFORMADA;-10.4399877020371;-62.6400104162845;-62.6400104162845;-10.4399877020371;EPSG:4326;Brazil;;;2015;2015;2015;20;30;10;8.7;Não informado;1.113;11.13;1.41;9.23112144690388;;;;;;soc_stock_layer;1113;g/m2;reported_by_source;ok;dup-000026;duplicate;removed_in_favor_of:mapbiomas_soc
