SOURCE_ID;DATASET_ID;LATITUDE;LONGITUDE;CRS;COUNTRY;STATE;SAMPLE_DATE;SAMPLE_YEAR;Stock_00_05;Stock_05_15;Stock_15_30;Stock_30_60;Stock_60_100;PROFILE_LAYER_COUNT_INPUT;PROFILE_LAYER_COUNT_USED;EXACT_DUPLICATE_LAYER_COUNT;OVERLAPPING_INPUT_LAYERS;DEPTH_HARMONIZATION_METHOD;SPLINE_SUPPORTED;SPLINE_REASON;SPLINE_LAMBDA;SPLINE_RESCALE_FACTOR;SPLINE_PRE_RESCALE_MASS_BALANCE_ERROR_PCT;STANDARD_DEPTH_REFERENCE_STOCK_Mg_ha;STANDARD_DEPTH_OUTPUT_STOCK_Mg_ha;MASS_BALANCE_ERROR_PCT;EXTRAPOLATED;COVERAGE_00_05;COVERAGE_05_15;COVERAGE_15_30;COVERAGE_30_60;COVERAGE_60_100;OVERLAP_REFERENCE_Stock_00_05;OVERLAP_REFERENCE_Stock_05_15;OVERLAP_REFERENCE_Stock_15_30;OVERLAP_REFERENCE_Stock_30_60;OVERLAP_REFERENCE_Stock_60_100
soildata_dataset;doi:10.60502/SoilData/FBSGZZ;-29.35045;-53.661291;EPSG:4326;Brazil;RS;;;27.8497752562;21.5314683093;36.8243758237;74.9931796109;;5;5;0;false;equal_area_spline;true;applied;0.1;0.9909304226;0.915258749;161.198799;161.198799;0;false;1;1;1;1;0;29.194908;18.2894165;40.7288175;72.985657;
soildata_dataset;doi:10.60502/SoilData/FBSGZZ;-29.350854;-53.66229;EPSG:4326;Brazil;RS;;;9.7652844726;14.6450807296;22.0570749087;24.228231889;;5;5;0;false;equal_area_spline;true;applied;0.1;0.9896069126;1.0502238085;70.695672;70.695672;0;false;1;1;1;1;0;10.139924;14.86616;19.702826;25.986762;
soildata_dataset;doi:10.60502/SoilData/FBSGZZ;-29.353739;-53.660079;EPSG:4326;Brazil;RS;;;16.5762800364;30.2399912937;34.0826869589;96.5482517109;;5;5;0;false;equal_area_spline;true;applied;0.1;0.9992428079;0.0757765824;177.44721;177.44721;0;false;1;1;1;1;0;16.660517;29.3580945;34.5469485;96.88165;
soildata_dataset;doi:10.60502/SoilData/FBSGZZ;-29.354319;-53.658581;EPSG:4326;Brazil;RS;;;26.2530446215;26.4137725714;29.9666154555;44.1667553516;;5;5;0;false;equal_area_spline;true;applied;0.1;0.9813662254;1.8987585026;126.800188;126.800188;0;false;1;1;1;1;0;27.659139;24.0425665;29.254951;45.8435315;
soildata_dataset;doi:10.60502/SoilData/FBSGZZ;-29.354234;-53.657868;EPSG:4326;Brazil;RS;;;24.0193422399;29.3718504269;25.4341440697;43.9451832635;;5;5;0;false;equal_area_spline;true;applied;0.1;0.9807478687;1.9630051608;122.77052;122.77052;0;false;1;1;1;1;0;24.959617;26.5013635;26.443075;44.8664645;
soildata_dataset;doi:10.60502/SoilData/FBSGZZ;-29.351179;-53.657727;EPSG:4326;Brazil;RS;;;23.946780889;28.6881565909;29.9793437891;44.706153731;;5;5;0;false;equal_area_spline;true;applied;0.1;0.9823803088;1.7935712937;127.320435;127.320435;0;false;1;1;1;1;0;24.909713;26.184163;30.665625;45.560934;
soildata_dataset;doi:10.60502/SoilData/FBSGZZ;-29.35081;-53.657686;EPSG:4326;Brazil;RS;;;18.723631902;21.5965715706;29.4547709989;43.2665845286;;5;5;0;false;equal_area_spline;true;applied;0.1;0.987499749;1.2658485223;113.041559;113.041559;0;false;1;1;1;1;0;19.48773;20.1633055;29.5039155;43.886608;
soildata_dataset;doi:10.60502/SoilData/FBSGZZ;-29.348136;-53.658348;EPSG:4326;Brazil;RS;;;27.6729996022;40.385579201;30.809410347;48.6435348498;;5;5;0;false;equal_area_spline;true;applied;0.1;0.979173906;2.126904509;147.511524;147.511524;0;false;1;1;1;1;0;28.449478;36.925206;32.2850165;49.8518235;
soildata_dataset;doi:10.60502/SoilData/FBSGZZ;-29.347742;-53.65773;EPSG:4326;Brazil;RS;;;43.330770347;33.2119735869;24.1652520978;31.4024579683;;5;5;0;false;equal_area_spline;true;applied;0.1;0.9632727363;3.8127585554;132.110454;132.110454;0;false;1;1;1;1;0;46.720887;27.4503185;24.936166;33.0030825;
soildata_dataset;doi:10.60502/SoilData/FBSGZZ;-29.350367;-53.654123;EPSG:4326;Brazil;RS;;;15.7282242953;20.5611641314;24.5829784097;37.6277161636;;5;5;0;false;equal_area_spline;true;applied;0.1;0.9870304437;1.3139976008;98.500083;98.500083;0;false;1;1;1;1;0;16.226301;19.1303925;25.164334;37.9790555;
