LATITUDE;LONGITUDE;BIOME;OUTPUT_STATUS;MATCH_METHOD;CANDIDATE_COUNT;ROW_COUNT;IBGE_EDITION;IBGE_SCALE;LAYER_CRS;SOURCE_URL;ARCHIVE_SHA256
-11.340069;-37.620253;Mata Atlântica;kept;point_in_polygon;1;2;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-11.519957;-37.800122;Mata Atlântica;kept;point_in_polygon;1;1;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-9.900258;-37.620124;Caatinga;kept;point_in_polygon;1;1;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-9.90013;-37.439954;Caatinga;kept;point_in_polygon;1;2;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-4.86018;-37.260382;Caatinga;kept;point_in_polygon;1;2;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-5.220313;-37.080019;Caatinga;kept;point_in_polygon;1;2;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-6.30002;-38.519839;Caatinga;kept;point_in_polygon;1;1;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-6.299967;-38.339616;Caatinga;kept;point_in_polygon;1;1;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-6.30027;-38.160203;Caatinga;kept;point_in_polygon;1;1;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-6.299814;-37.980203;Caatinga;kept;point_in_polygon;1;1;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-6.300089;-37.26009;Caatinga;kept;point_in_polygon;1;2;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-6.299938;-37.080446;Caatinga;kept;point_in_polygon;1;1;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-6.299851;-36.719832;Caatinga;kept;point_in_polygon;1;1;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-6.299984;-36.540185;Caatinga;kept;point_in_polygon;1;2;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-6.299628;-36.360175;Caatinga;kept;point_in_polygon;1;1;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-5.219863;-36.899634;Caatinga;kept;point_in_polygon;1;2;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-6.30012;-36.179699;Caatinga;kept;point_in_polygon;1;1;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-6.300175;-35.999736;Caatinga;kept;point_in_polygon;1;1;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-6.300312;-35.819869;Caatinga;kept;point_in_polygon;1;1;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-6.300087;-35.640216;Caatinga;kept;point_in_polygon;1;2;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-6.299877;-35.459571;Caatinga;kept;point_in_polygon;1;2;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-6.300016;-35.279672;Mata Atlântica;kept;point_in_polygon;1;2;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-6.479853;-38.159621;Caatinga;kept;point_in_polygon;1;1;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-6.479917;-37.259654;Caatinga;kept;point_in_polygon;1;1;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-6.479928;-37.079811;Caatinga;kept;point_in_polygon;1;2;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-5.219905;-36.719944;Caatinga;kept;point_in_polygon;1;2;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-6.480191;-36.899868;Caatinga;kept;point_in_polygon;1;1;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-6.479993;-36.720019;Caatinga;kept;point_in_polygon;1;2;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-6.480183;-36.539947;Caatinga;kept;point_in_polygon;1;1;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-6.480404;-35.999812;Caatinga;kept;point_in_polygon;1;1;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-6.479938;-35.819625;Caatinga;kept;point_in_polygon;1;2;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-6.660238;-37.43991;Caatinga;kept;point_in_polygon;1;1;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-6.659801;-37.260204;Caatinga;kept;point_in_polygon;1;1;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-6.659819;-37.07969;Caatinga;kept;point_in_polygon;1;1;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-5.220029;-36.539726;Caatinga;kept;point_in_polygon;1;2;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-6.659825;-36.719751;Caatinga;kept;point_in_polygon;1;2;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-6.660029;-36.540021;Caatinga;kept;point_in_polygon;1;1;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-5.220129;-36.359623;Caatinga;kept;point_in_polygon;1;2;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-5.219969;-36.179636;Caatinga;kept;point_in_polygon;1;2;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-5.219681;-35.820137;Caatinga;kept;point_in_polygon;1;2;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-5.220058;-35.639872;Caatinga;kept;point_in_polygon;1;2;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-5.219696;-35.459939;Mata Atlântica;kept;point_in_polygon;1;2;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-5.039966;-37.619769;Caatinga;kept;point_in_polygon;1;1;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-5.399946;-37.800369;Caatinga;kept;point_in_polygon;1;2;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-5.400305;-37.620072;Caatinga;kept;point_in_polygon;1;2;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-5.399743;-37.440206;Caatinga;kept;point_in_polygon;1;2;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-5.399895;-37.259812;Caatinga;kept;point_in_polygon;1;2;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-5.400248;-37.079723;Caatinga;kept;point_in_polygon;1;2;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-5.399871;-36.900386;Caatinga;kept;point_in_polygon;1;2;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-5.400251;-36.720012;Caatinga;kept;point_in_polygon;1;2;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-5.399648;-36.540141;Caatinga;kept;point_in_polygon;1;2;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-5.399949;-36.360065;Caatinga;kept;point_in_polygon;1;2;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-5.400215;-36.179979;Caatinga;kept;point_in_polygon;1;2;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-5.040274;-37.439931;Caatinga;kept;point_in_polygon;1;2;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-5.400356;-35.999772;Caatinga;kept;point_in_polygon;1;2;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-5.399991;-35.819623;Caatinga;kept;point_in_polygon;1;2;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-5.399885;-35.640304;Caatinga;kept;point_in_polygon;1;2;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-5.400389;-35.460051;Caatinga;kept;point_in_polygon;1;2;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-5.579602;-37.979984;Caatinga;kept;point_in_polygon;1;2;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-5.580031;-37.800063;Caatinga;kept;point_in_polygon;1;2;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-5.579793;-37.440244;Caatinga;kept;point_in_polygon;1;2;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-5.580246;-37.260165;Caatinga;kept;point_in_polygon;1;2;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-5.580039;-37.080339;Caatinga;kept;point_in_polygon;1;2;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-5.580335;-36.899718;Caatinga;kept;point_in_polygon;1;2;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-5.580025;-36.719563;Caatinga;kept;point_in_polygon;1;1;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-5.580024;-36.540114;Caatinga;kept;point_in_polygon;1;1;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-5.579919;-36.359688;Caatinga;kept;point_in_polygon;1;2;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-5.580087;-36.179918;Caatinga;kept;point_in_polygon;1;2;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-5.57978;-35.820135;Caatinga;kept;point_in_polygon;1;2;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-5.580102;-35.639943;Caatinga;kept;point_in_polygon;1;2;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-5.579751;-35.460354;Caatinga;kept;point_in_polygon;1;2;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-5.580143;-35.28023;Caatinga;kept;point_in_polygon;1;2;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-5.040189;-37.080341;Caatinga;kept;point_in_polygon;1;2;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-5.760258;-37.979684;Caatinga;kept;point_in_polygon;1;1;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-5.759708;-37.799746;Caatinga;kept;point_in_polygon;1;1;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-5.76036;-37.620169;Caatinga;kept;point_in_polygon;1;2;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-5.760401;-37.439903;Caatinga;kept;point_in_polygon;1;2;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-5.760188;-37.260266;Caatinga;kept;point_in_polygon;1;2;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
-5.760388;-37.080221;Caatinga;kept;point_in_polygon;1;1;2025;1:250000;EPSG:4674;https://geoftp.ibge.gov.br/informacoes_ambientais/estudos_ambientais/biomas/vetores/2025_Biomas-e-Sistema-Costeiro-Marinho-do-Brasil-1-250000_shp.zip;247B15C427070805044EBE02012F15552850D535FBFECADDB359875CDDA1EA8F
